START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign
(7#)70,14779,2.470069,14797,2.668810,14700,8.49350364,14700,8.53965669,14752,4.017750820,4.038427095,47.548347,2.076251
(7#)141/2,14831,2.313924,14897,2.668787,14805,8.91974615,14805,8.72937727,14857,4.036711663,4.044515085,47.679180,2.077758
(7#)71,14951,2.398094,15013,2.668760,14910,8.47297674,14910,8.66329734,14962,4.021344499,4.036071909,47.830334,2.079488
(13#)/2,15784,2.297078,16141,2.668514,15015,10.42234789,15015,10.35083057,15581,4.022986198,4.042551694,49.267401,2.095418
(11#)7,17218,2.342733,16384,2.668294,16170,9.36233987,16170,9.48744417,16737,4.017231800,4.041461920,49.569576,2.098481
(11#)15/2,18322,2.313856,18461,2.668071,17745,9.32207485,17325,9.48666633,17893,4.009270284,4.041474027,52.056271,2.123853
(11#)8,18637,2.262025,19609,2.667877,18480,9.31770329,18480,9.48592884,19048,3.999206331,4.040728131,53.364043,2.136178
(11#)17/2,20509,2.288028,20789,2.667693,19635,9.85407381,19635,10.11761783,20204,3.982392003,4.041172291,54.664533,2.147858
(11#)9,20816,2.279925,21943,2.667519,20790,9.50917607,20790,9.48467315,21359,3.983191382,4.040665830,55.897177,2.158430
(11#)19/2,22354,2.333078,23099,2.667361,21945,10.03630588,21945,10.04198433,22515,4.019335261,4.040177869,57.096279,2.168288
(11#)10,23201,2.282149,24251,2.667213,23205,9.96342729,23205,9.93182028,23670,4.027252700,4.040337487,58.258446,2.177461
(11#)21/2,24256,2.336632,25409,2.667078,24255,9.26316555,24255,9.48303126,24825,4.024633398,4.039772817,59.396107,2.186104
(11#)11,25496,2.309603,26561,2.666946,25935,10.00515405,25935,9.85758127,25981,4.000939496,4.039897466,60.499606,2.194178
(11#)23/2,27182,2.331847,27701,2.666822,26565,9.68903779,26565,9.93364518,27136,4.000845194,4.039499437,61.565711,2.201709
(11#)12,27904,2.328254,28871,2.666698,28665,9.64300221,27720,9.48167174,28291,4.029672300,4.039487211,62.634807,2.209004
(11#)25/2,29738,2.340355,30029,2.666589,28875,9.33805967,28875,9.48126293,29446,4.023198834,4.038614507,63.669484,2.215844
(13#),30332,2.331433,31183,2.666477,30030,10.29324643,30030,10.34278742,30602,4.005680564,4.039604962,64.678764,2.222301
(11#)27/2,31294,2.341935,32327,2.666375,31395,9.61692440,31395,9.75130720,31757,3.986566579,4.039123055,65.659023,2.228389
(11#)14,32972,2.389670,32768,2.666256,32340,9.25579730,32340,9.48014915,32912,4.000521262,4.038221655,66.031750,2.230577
(11#)29/2,34274,2.354215,34649,2.666185,33495,9.86602778,33495,9.83091290,34067,4.007956126,4.038858491,67.591080,2.239888
(11#)15,35792,2.297694,35803,2.666091,34650,9.32153632,34650,9.47949526,35222,4.012040735,4.038534614,68.524571,2.245210
(11#)31/2,36436,2.373766,36947,2.666005,35805,9.80252643,35805,9.80604971,36377,4.001639093,4.038255062,69.433635,2.250263
(11#)16,37201,2.393769,38113,2.665924,36960,9.33802928,36960,9.47886983,37533,4.012229262,4.038301268,70.344254,2.255199
(11#)33/2,38188,2.401751,39251,2.665841,38115,9.35358563,38115,9.47857955,38688,4.042900533,4.037585910,71.218225,2.259813
(11#)17,39992,2.425829,40423,2.665762,39270,10.20109986,39270,10.11019819,39843,4.043835535,4.038197371,72.103743,2.264381
(11#)35/2,40597,2.307754,41579,2.665687,41055,9.76303145,41055,9.53204684,40998,4.028247376,4.037993622,72.963337,2.268711
(11#)18,41851,2.392174,42727,2.665615,42315,9.55848499,42315,9.62616082,42153,4.022975684,4.037703114,73.803970,2.272850
(11#)37/2,43531,2.348344,43889,2.665547,42735,9.80136239,42735,9.74830457,43308,4.011114928,4.037750758,74.642204,2.276890
(11#)19,44533,2.418503,45013,2.665481,43890,9.90341504,43890,10.03477120,44463,4.004938129,4.037177522,75.441406,2.280657
(13#)3/2,45259,2.407217,46199,2.665410,45045,10.26764128,45045,10.33859678,45618,4.011821101,4.037646540,76.272796,2.284490
(11#)20,46369,2.380141,47353,2.665349,46410,9.79215333,46410,9.92477041,46773,3.995087918,4.037329469,77.070482,2.288099
(11#)41/2,47834,2.378831,48497,2.665287,47355,9.54488090,47355,9.71957662,47929,4.001173874,4.037991553,77.850700,2.291555
(11#)21,48931,2.430664,49663,2.665224,49140,9.40378836,48510,9.47637982,49084,4.005414552,4.036709502,78.635506,2.294962
(11#)43/2,50461,2.416903,50789,2.665169,49665,9.65248299,49665,9.70729564,50239,4.016569322,4.037140846,79.383767,2.298153
(11#)22,51826,2.346624,51973,2.665111,51870,9.99806075,51870,9.85076268,51394,4.012628549,4.036836074,80.160732,2.301404
(11#)45/2,52876,2.469593,53129,2.665055,51975,9.31934551,51975,9.47575949,52549,4.013069337,4.036797498,80.909930,2.304480
(11#)23,53624,2.388364,54277,2.665002,53130,9.89328734,53130,9.92679171,53704,4.013726584,4.037188220,81.645069,2.307445
(11#)47/2,54421,2.447211,55439,2.664947,54285,9.78259187,54285,9.68594932,54859,4.026320921,4.036694511,82.380466,2.310358
(11#)24,56176,2.444148,56591,2.664895,55440,9.56399190,55965,9.54137925,56014,4.022016383,4.036605072,83.101165,2.313164
(11#)49/2,57172,2.426083,57737,2.664848,56595,9.41284344,56595,9.47501581,57169,4.018045073,4.036554949,83.810104,2.315882
(11#)25,58789,2.355012,58901,2.664798,58695,9.53919817,58695,9.52932283,58324,4.009461169,4.036527996,84.522258,2.318565
(11#)51/2,59074,2.411060,60041,2.664751,58905,10.14218881,58905,10.10632240,59479,4.004974453,4.036132773,85.212225,2.321123
(13#)2,61058,2.418361,61211,2.664702,60060,10.28857922,60060,10.33582324,60634,4.021212553,4.036457164,85.912860,2.323677
(11#)53/2,61444,2.421746,62351,2.664657,61215,9.64534908,61215,9.66011306,61789,4.027164820,4.036445358,86.588445,2.326104
(11#)27,63421,2.436905,63521,2.664614,62790,9.83540102,62790,9.74482144,62944,4.027227319,4.036385519,87.274748,2.328534
(11#)55/2,64198,2.443219,64679,2.664569,64155,9.50337581,64155,9.50839434,64099,4.042465348,4.036400782,87.947168,2.330875
(11#)28,65336,2.468498,65536,2.664496,64680,9.44756523,64680,9.47387515,65254,4.025186753,4.035918423,88.440533,2.332531
(11#)57/2,66602,2.429966,66977,2.664486,65835,9.77535774,65835,10.03100388,66409,4.022208386,4.035929608,89.262130,2.335358
(11#)29,67904,2.413565,68141,2.664445,66990,9.80639681,66990,9.82445943,67565,4.014983478,4.036111261,89.918691,2.337549
(11#)59/2,69239,2.447118,69263,2.664405,68145,9.55368012,68145,9.63964334,68720,4.021829816,4.035967310,90.545724,2.339610
(11#)30,69911,2.449157,70451,2.664364,69615,10.09514545,69615,9.92108617,69875,4.013554402,4.036022931,91.203558,2.341744
(11#)61/2,70544,2.431070,71597,2.664327,70455,9.49396558,70455,9.63372183,71030,4.017318085,4.035779017,91.832355,2.343758
(11#)31,71633,2.358847,72763,2.664288,71610,9.74488844,71610,9.79968688,72185,4.013948819,4.035863140,92.466449,2.345759
(11#)63/2,73016,2.438849,73907,2.664251,73185,9.46959502,72765,9.47289828,73340,4.017544937,4.035599995,93.083150,2.347681
(11#)32,74716,2.474061,75041,2.664217,73920,9.40564697,73920,9.47276386,74495,4.011600163,4.035641822,93.689282,2.349547
(13#)5/2,75968,2.467098,76213,2.664181,75075,10.18649755,75075,10.33378523,75650,4.009472773,4.035410237,94.310436,2.351434
(11#)33,77144,2.383605,77383,2.664144,76230,9.45590124,76230,9.47251671,76805,4.011180526,4.035769514,94.925294,2.353277
(11#)67/2,78427,2.494035,78539,2.664109,77805,9.76782602,77805,9.84719137,77960,4.011396832,4.035032524,95.527777,2.355061
(11#)34,79312,2.406904,79693,2.664077,78540,10.05479007,78540,10.10375340,79115,4.010841134,4.035663157,96.124357,2.356808
(11#)69/2,79784,2.452666,80849,2.664044,79695,9.82619573,79695,9.92320502,80270,4.009339080,4.035930221,96.717212,2.358522
(11#)35,81749,2.460417,82003,2.664010,80850,9.53983296,80850,9.47203871,81425,4.023757152,4.035078938,97.304395,2.360198
(11#)71/2,82252,2.460452,83137,2.663980,82005,9.59156841,82005,9.60919834,82580,4.022987689,4.035142263,97.876978,2.361817
(11#)36,84046,2.459958,84313,2.663948,83160,9.45076983,83160,9.47180737,83735,4.018974884,4.035037375,98.466237,2.363462
(11#)73/2,84562,2.471941,85469,2.663916,84630,9.47355972,84630,9.62013006,84890,4.010615309,4.035504906,99.041072,2.365047
(11#)37,86248,2.426071,86599,2.663885,85470,9.63819940,85470,9.74220918,86045,4.012185248,4.035446049,99.598850,2.366568
(11#)75/2,87316,2.472748,87767,2.663855,86625,9.63376574,86625,9.47148493,87200,4.016879694,4.034634033,100.171184,2.368113
(11#)38,88498,2.433762,88919,2.663825,87780,9.96005196,87780,10.02851528,88355,4.017289845,4.035525408,100.731578,2.369609
(11#)77/2,89459,2.383150,90089,2.663797,88935,9.47959386,88935,9.47127161,89510,4.013389886,4.034307806,101.296647,2.371103
(13#)3,90526,2.492321,91243,2.663767,90090,10.38468869,90090,10.33218950,90665,4.019601669,4.035561015,101.850040,2.372547
(11#)79/2,92357,2.434532,92399,2.663739,91245,9.52712833,91245,9.59407381,91820,4.027852563,4.035246934,102.400537,2.373970
(11#)40,92656,2.473194,93553,2.663712,92820,9.90654167,92820,9.91865121,92975,4.027671889,4.034578113,102.946309,2.375367
(11#)81/2,94228,2.450231,94709,2.663685,94185,9.74901323,94185,9.74141833,94130,4.033261399,4.034928477,103.489320,2.376743
(11#)41,95467,2.446013,95857,2.663658,94710,9.93163966,94710,9.71362050,95285,4.031046843,4.034734257,104.024971,2.378085
(11#)83/2,96361,2.470995,97007,2.663631,95865,9.55834658,95865,9.58760698,96440,4.023644144,4.035466170,104.558023,2.379407
(11#)42,97684,2.508166,98143,2.663605,97020,9.52398656,97020,9.47058789,97595,4.022243773,4.033880996,105.081178,2.380693
(11#)85/2,98764,2.453349,99317,2.663579,98175,9.98053734,98175,10.10186193,98750,4.019602562,4.034575608,105.618340,2.382000
(11#)43,99581,2.468655,100483,2.663553,99330,9.79916613,99330,9.70139408,99905,4.024129168,4.034622560,106.148391,2.383277
(11#)87/2,101467,2.483060,101627,2.663528,100485,9.94373926,100485,9.82107121,101060,4.027806620,4.034968063,106.665158,2.384510
(11#)44,102352,2.491281,102793,2.663504,101745,9.57006945,101745,9.62620237,102215,4.036171875,4.034647585,107.188576,2.385749
(11#)89/2,103214,2.468903,103919,2.663479,103740,9.77761627,103740,9.84482054,103370,4.031097057,4.034702942,107.690945,2.386924
(11#)45,104056,2.467765,105097,2.663455,103950,9.39670907,103950,9.47005704,104525,4.026614224,4.033949333,108.213315,2.388137
(13#)7/2,105883,2.452749,106243,2.663430,105105,10.36966147,105105,10.33087844,105680,4.026355782,4.034486230,108.718411,2.389297
(11#)46,106298,2.480088,107377,2.663408,106260,9.97370965,106260,9.92083173,106835,4.024832173,4.034636774,109.215273,2.390431
(11#)93/2,107684,2.498534,108557,2.663385,107415,9.85001628,107415,9.79634681,107990,4.023420931,4.034515679,109.729233,2.391592
(11#)47,109717,2.499467,109721,2.663361,108570,9.59472534,108570,9.68016198,109145,4.024285255,4.034399414,110.233219,2.392719
(11#)95/2,110281,2.415536,110879,2.663338,109725,9.97762500,109725,10.02668062,110300,4.018551637,4.034580825,110.731696,2.393825
(11#)48,111058,2.464714,112031,2.663315,110880,9.31702272,111930,9.53571186,111456,4.018080391,4.034015377,111.224754,2.394908
(11#)97/2,112681,2.478536,113189,2.663294,112035,9.64774711,112035,9.56915994,112611,4.008850191,4.034541300,111.717577,2.395984
(11#)49,113389,2.460935,114343,2.663271,113190,9.40336623,113190,9.46940676,113766,4.007608757,4.034206427,112.205944,2.397038
(11#)99/2,115426,2.500222,115499,2.663250,114345,9.48605693,114345,9.46932977,114921,4.008933702,4.034085773,112.692446,2.398082
(11#)50,116371,2.460027,116639,2.663229,116025,9.85034823,116025,9.91685549,116076,4.006626866,4.034340628,113.169597,2.399096
(11#)101/2,116728,2.402456,117809,2.663208,116655,9.62888952,116655,9.56482404,117231,4.001487231,4.033813704,113.656644,2.400123
(11#)51,118894,2.444233,118931,2.663187,117810,10.14771318,117810,10.10037850,118386,4.004457247,4.034577484,114.121216,2.401094
(11#)103/2,119458,2.462122,120103,2.663166,118965,9.52419767,118965,9.56278420,119541,4.004474367,4.033520819,114.603924,2.402095
(13#)4,121234,2.463828,121271,2.663146,120120,10.20435862,120120,10.32977036,120696,4.012185647,4.034110712,115.082413,2.403080
(11#)105/2,121612,2.502568,122401,2.663127,121485,9.27437145,121275,9.46888443,121851,4.010717278,4.034303788,115.542928,2.404021
(11#)53,123059,2.504951,123583,2.663106,122430,9.68124523,122430,9.65447974,123006,4.013154077,4.033958871,116.022139,2.404991
(11#)107/2,124447,2.517146,124739,2.663086,123585,9.52613513,123585,9.55892504,124161,4.019512049,4.033838668,116.488377,2.405927
(11#)54,125479,2.491172,125887,2.663067,125580,9.67256963,125580,9.73915681,125316,4.024608535,4.034170495,116.949043,2.406846
(11#)109/2,126397,2.546025,127037,2.663048,126945,9.59062020,126945,9.61695694,126471,4.024587843,4.033846505,117.408201,2.407755
(11#)55,127189,2.428594,128203,2.663028,127050,9.41872620,127050,9.46854111,127626,4.016761214,4.033557261,117.871419,2.408664
(11#)111/2,129263,2.490514,129347,2.663010,128205,9.68065367,128205,9.73900177,128781,4.025667709,4.033823008,118.323652,2.409546
(11#)56,130307,2.503745,130513,2.662992,129675,9.74766229,129675,9.84307178,129936,4.027098444,4.034218115,118.782323,2.410434
(11#)113/2,131641,2.512217,131072,2.662962,130515,9.43615331,130515,9.55363966,131091,4.022805683,4.033607505,119.001420,2.410834
(11#)57,131888,2.478781,132817,2.662955,131670,9.97518861,131670,10.02523467,132246,4.023545334,4.033795428,119.682074,2.412154
(11#)115/2,133174,2.475614,133979,2.662936,132825,9.92832599,132825,9.91908007,133401,4.024300102,4.034025333,120.132601,2.413006
(11#)58,134087,2.503206,135131,2.662918,133980,9.87792028,133980,9.81881880,134556,4.021612239,4.033125463,120.577135,2.413841
(13#)9/2,135802,2.501586,136277,2.662901,135135,10.08048184,135135,10.32881851,135711,4.017535287,4.034142440,121.017292,2.414662
(11#)59,136649,2.492808,137443,2.662883,136290,9.61557389,136290,9.63412971,136866,4.015957685,4.033055749,121.463047,2.415487
(11#)119/2,137587,2.515309,138599,2.662866,137445,10.00469707,137445,10.09915967,138021,4.020977670,4.034018685,121.902933,2.416297
(11#)60,139511,2.466330,139753,2.662849,139230,9.92209541,139230,9.91544010,139176,4.029397699,4.033957775,122.340051,2.417095
(11#)121/2,140009,2.495139,140909,2.662832,139755,9.59789612,139755,9.46783811,140331,4.036050206,4.033477833,122.775942,2.417885
(11#)61,141676,2.498497,142061,2.662815,140910,9.68800166,140910,9.62825168,141486,4.031333687,4.033138706,123.208375,2.418664
(11#)123/2,142258,2.505830,143197,2.662799,142065,9.62650566,142065,9.71048346,142641,4.027763806,4.033545168,123.632918,2.419424
(11#)62,143896,2.509536,144349,2.662783,143220,9.78228987,143220,9.79413135,143796,4.023192583,4.033576866,124.061556,2.420186
(11#)125/2,145144,2.491578,145517,2.662766,144690,9.44585847,144690,9.47771452,144951,4.017469143,4.033908762,124.494232,2.420949
(11#)63,146176,2.504029,146683,2.662749,145530,9.55975400,145530,9.46754688,146106,4.018640402,4.033359605,124.924269,2.421702
(11#)127/2,147401,2.521313,147827,2.662733,146685,9.42769976,146685,9.54322957,147261,4.024242966,4.033381981,125.344370,2.422434
(11#)64,148696,2.533538,148991,2.662717,148785,9.46559343,147840,9.46743083,148416,4.024347730,4.033701296,125.769987,2.423170
(11#)129/2,149846,2.509766,150131,2.662702,148995,9.75541957,148995,9.69828626,149571,4.023151910,4.032683798,126.185062,2.423884
(13#)5,150292,2.507348,151303,2.662686,150150,10.40441005,150150,10.32798717,150726,4.026362606,4.033598781,126.609987,2.424610
(11#)131/2,151909,2.518866,152459,2.662670,151305,9.53353224,151515,9.56069720,151881,4.021994141,4.033477621,127.027343,2.425318
(11#)66,152914,2.505061,153611,2.662655,152460,9.54805482,152460,9.46720970,153036,4.028740142,4.033046026,127.441530,2.426016
(11#)133/2,154702,2.506776,154769,2.662640,153615,9.98222796,153615,10.02404704,154191,4.034700597,4.033441744,127.856159,2.426711
(11#)67,155816,2.502854,155921,2.662625,155610,9.83140567,155610,9.84169818,155346,4.026773927,4.033459215,128.266952,2.427395
(11#)135/2,156007,2.496651,157061,2.662611,156975,9.73469089,156975,9.73748674,156501,4.022407378,4.033257999,128.671829,2.428066
(11#)68,157901,2.486203,158233,2.662595,157080,10.19215775,157080,10.09812943,157656,4.021694211,4.032886948,129.086391,2.428747
(11#)137/2,158419,2.533724,159389,2.662581,158235,9.70269355,158340,9.63906561,158811,4.016325700,4.033096719,129.493646,2.429413
(11#)69,159407,2.542242,160541,2.662566,159390,9.90691796,159390,9.91769910,159966,4.018279827,4.033414453,129.897882,2.430069
(11#)139/2,161659,2.491347,161683,2.662551,160545,9.49676279,160545,9.53594422,161121,4.019692413,4.033167702,130.297040,2.430713
(11#)70,162353,2.507294,162853,2.662538,162435,9.94342578,162435,9.91427750,162276,4.017758246,4.033456927,130.704383,2.431368
(11#)141/2,163297,2.519915,163997,2.662523,162855,9.62845767,162855,9.67711174,163431,4.019353558,4.033020041,131.101123,2.432001
(11#)71,164954,2.477786,165161,2.662509,164010,9.66328517,164010,9.60389037,164586,4.016191174,4.032492631,131.503243,2.432639
(13#)11/2,165701,2.520785,166319,2.662495,165165,10.33415353,165165,10.32724606,165741,4.022622778,4.033499126,131.901749,2.433267
(11#)72,166351,2.526473,167471,2.662481,166320,9.34621665,166320,9.46659105,166896,4.022411248,4.032957513,132.296682,2.433886
(11#)145/2,167809,2.490909,168629,2.662468,167475,9.65881412,167475,9.81715484,168051,4.024999426,4.032988207,132.692173,2.434503
(11#)73,168814,2.509419,169783,2.662454,169260,9.54977310,169575,9.62237255,169206,4.022034655,4.033350009,133.084817,2.435111
(11#)147/2,170539,2.495056,170927,2.662440,169785,9.58327895,169785,9.46644780,170361,4.024957212,4.032969816,133.472615,2.435708
(11#)74,171694,2.497959,172093,2.662427,170940,9.71603852,170940,9.73686678,171516,4.023540735,4.033169756,133.866409,2.436312
(11#)149/2,172849,2.504239,173249,2.662414,172095,9.55695229,172095,9.53074787,172671,4.022165765,4.032789150,134.255382,2.436905
(11#)75,174214,2.457750,174389,2.662401,173250,9.41637714,173250,9.46630613,173826,4.020944725,4.032522462,134.637580,2.437484
(11#)151/2,174814,2.514062,175543,2.662387,174405,9.53476167,174405,9.52979147,174981,4.018592497,4.032998888,135.023077,2.438064
(11#)76,176551,2.496728,176713,2.662375,175560,9.99068066,175560,10.02304749,176136,4.015699244,4.033102403,135.412502,2.438648
(11#)153/2,177841,2.524335,177841,2.662362,176715,10.02213411,176715,10.09724336,177291,4.022440444,4.032668803,135.786611,2.439205
(11#)77,178898,2.502055,179021,2.662349,177870,9.43533784,177870,9.46612223,178446,4.028049452,4.032931390,136.176575,2.439783
(11#)155/2,179083,2.529322,180179,2.662336,179025,9.97293179,179025,9.79249350,179601,4.028028276,4.032455728,136.557900,2.440345
(13#)6,180379,2.501151,181303,2.662324,180180,10.36490489,180180,10.32657872,180756,4.026468866,4.033084141,136.926745,2.440886
(11#)157/2,181919,2.535068,182489,2.662311,181545,9.75708658,181545,9.84056942,181911,4.027195643,4.032798415,137.314579,2.441451
(11#)79,182519,2.515243,183637,2.662299,182910,9.43935091,182490,9.58887822,183066,4.023990057,4.032773339,137.688671,2.441994
(11#)159/2,184696,2.506373,184777,2.662287,183645,9.63184388,183645,9.65150593,184221,4.028324584,4.033163254,138.058889,2.442528
(11#)80,185578,2.512282,185951,2.662274,185640,9.86556750,185640,9.91329877,185376,4.023576627,4.032711113,138.438841,2.443073
(11#)161/2,187024,2.533868,187091,2.662262,185955,9.89916236,185955,9.91656461,186531,4.016995618,4.032728516,138.806533,2.443598
(11#)81,187471,2.522543,188261,2.662250,187110,9.42904853,187110,9.46577079,187686,4.022740543,4.032469217,139.182626,2.444132
(11#)163/2,189094,2.510677,189407,2.662238,188370,9.67394877,188370,9.73617373,188841,4.024256557,4.032832048,139.549763,2.444651
(11#)82,189817,2.521375,190573,2.662226,189420,9.72891497,189420,9.70839418,189996,4.023997173,4.032597932,139.922059,2.445174
(11#)165/2,191626,2.523077,191717,2.662215,190575,9.42838069,190575,9.46564238,191151,4.017655764,4.032656071,140.286118,2.445684
(11#)83,191768,2.509171,192883,2.662202,191730,9.47654296,191730,9.58246195,192306,4.012279822,4.032774583,140.655955,2.446197
(11#)167/2,193639,2.501153,194027,2.662191,193830,9.49772870,192885,9.52292833,193461,4.015177478,4.032860445,141.017625,2.446698
(11#)84,194767,2.519507,195193,2.662180,194040,9.45246451,194040,9.46551863,194616,4.016523556,4.031703866,141.385048,2.447205
(13#)13/2,195751,2.518018,196337,2.662168,195195,10.21160232,195195,10.32597584,195771,4.014185001,4.032519357,141.744371,2.447697
(11#)85,197402,2.512439,197479,2.662157,196350,10.04330323,196350,10.09646852,196926,4.014716931,4.032983753,142.101923,2.448185
(11#)171/2,198046,2.523633,198659,2.662145,197505,9.97616591,197505,10.02218719,198081,4.013608666,4.032816657,142.470184,2.448684
(11#)86,199021,2.495353,199813,2.662134,198660,9.52606363,198660,9.69621990,199236,4.008515719,4.032432991,142.829172,2.449169
(11#)173/2,200899,2.517394,200929,2.662124,199815,9.47408631,199815,9.52067059,200391,4.008257515,4.032187516,143.175260,2.449635
(11#)87,201904,2.515768,202121,2.662112,200970,9.76977837,200970,9.81584623,201546,4.010611180,4.032963243,143.543754,2.450127
(11#)175/2,203128,2.520731,203279,2.662101,202125,9.47501994,202125,9.46524115,202701,4.013349426,4.032244513,143.900599,2.450602
(11#)88,203417,2.508934,204431,2.662090,203490,9.43353629,203490,9.62109273,203856,4.014284246,4.032365722,144.254491,2.451071
(11#)177/2,204928,2.464243,205589,2.662080,204435,9.63699648,204435,9.63121763,205011,4.012587773,4.032684563,144.609126,2.451539
(11#)89,205924,2.529874,206699,2.662069,205590,9.51302139,205590,9.57392014,206166,4.013633363,4.032615773,144.948035,2.451983
(11#)179/2,206984,2.513240,207877,2.662058,207480,9.83057402,207480,9.83961511,207321,4.014391171,4.032189617,145.306617,2.452451
(11#)90,208129,2.513207,209039,2.662047,208845,9.96075978,208845,9.91245622,208476,4.013153026,4.032236861,145.659239,2.452909
(11#)181/2,209362,2.520880,210209,2.662037,209055,9.37522884,209055,9.51788769,209631,4.015079752,4.032095686,146.013205,2.453368
(13#)7,210557,2.506060,211349,2.662026,210210,10.11235236,210210,10.32542719,210786,4.016648927,4.032762285,146.357057,2.453810
(11#)183/2,211459,2.494267,212507,2.662016,211575,9.67968337,211365,9.62536047,211941,4.018066645,4.032400802,146.705300,2.454257
(11#)92,212644,2.547725,213659,2.662005,212520,9.90982728,212520,9.91560897,213096,4.023932653,4.032380309,147.050709,2.454697
(11#)185/2,213784,2.541986,214817,2.661995,213675,9.76352093,213675,9.73528747,214251,4.023163859,4.032117952,147.396889,2.455137
(11#)93,215854,2.563496,215983,2.661985,214830,9.69425677,214830,9.79120150,215406,4.028561204,4.032287604,147.744429,2.455577
(11#)187/2,216917,2.525146,217121,2.661975,215985,10.12029640,215985,10.09577805,216561,4.025375426,4.032292739,148.082634,2.456002
(11#)94,217697,2.481485,218287,2.661964,217140,9.66904020,217140,9.67508243,217716,4.028236363,4.032436470,148.428154,2.456435
(11#)189/2,219311,2.546183,219437,2.661955,218295,9.58469141,218295,9.46471882,218871,4.029538355,4.032034431,148.767944,2.456859
(11#)95,220453,2.532386,220589,2.661945,219450,9.97249946,219450,10.02143115,220026,4.028400113,4.032604843,149.107348,2.457281
(11#)191/2,221332,2.526687,221747,2.661935,220605,9.68174909,220605,9.51472718,221181,4.032678367,4.031995401,149.447543,2.457701
(11#)96,222634,2.538822,222913,2.661925,221760,9.46454153,221760,9.46461322,222336,4.028821392,4.032269912,149.789105,2.458122
(11#)193/2,223469,2.547178,224069,2.661915,222915,9.51873528,223860,9.53073578,223491,4.029912178,4.032474674,150.126774,2.458535
(11#)97,225002,2.551522,225223,2.661905,224070,9.64285201,224070,9.56417213,224646,4.029917500,4.031750258,150.462908,2.458945
(13#)15/2,225892,2.548480,226379,2.661895,225225,10.38651143,225225,10.32492096,225801,4.033492164,4.032180972,150.798680,2.459353
(11#)98,227251,2.549104,227533,2.661886,226380,9.51737426,226380,9.46447531,226956,4.028910726,4.032359948,151.132935,2.459758
(11#)197/2,228097,2.525164,228677,2.661877,227535,9.54379325,227535,9.51297687,228111,4.029162426,4.032222655,151.463379,2.460156
(11#)99,229234,2.519971,229841,2.661867,229425,9.32645837,228690,9.46440904,229266,4.029956910,4.032232202,151.798672,2.460558
(11#)199/2,230848,2.518411,230999,2.661857,229845,9.51374867,229845,9.51241792,230421,4.030767545,4.032105924,152.131315,2.460955
(11#)100,231643,2.524351,232153,2.661848,232050,10.03515508,232050,9.91171578,231576,4.031054496,4.031893312,152.461901,2.461349
(11#)201/2,232189,2.532524,233297,2.661839,232155,9.67369366,232155,9.60991216,232731,4.030268709,4.032039461,152.788736,2.461736
(11#)101,233978,2.534564,234463,2.661829,233415,9.98860545,233415,9.83879344,233886,4.032269158,4.032003878,153.120954,2.462127
(11#)203/2,235028,2.506846,235607,2.661820,234465,9.90414494,234465,9.81477062,235041,4.033860453,4.031903181,153.446025,2.462509
(11#)102,236092,2.538865,236773,2.661811,235620,10.00626051,235620,10.09515643,236196,4.033353225,4.032038754,153.776460,2.462896
(11#)205/2,237883,2.566648,237929,2.661802,236775,9.69631117,236775,9.70684787,237351,4.036423411,4.032404728,154.103182,2.463276
(11#)103,238892,2.539570,239081,2.661793,237930,9.61556689,237930,9.55785034,238506,4.033324370,4.031827534,154.427911,2.463653
(11#)207/2,239857,2.497741,240209,2.661784,239085,9.85121425,239085,9.91478590,239661,4.034302409,4.031678709,154.745045,2.464019
(13#)8,241393,2.514952,241393,2.661775,240240,10.37370351,240240,10.32445160,240816,4.027115615,4.032064319,155.077047,2.464402
(11#)209/2,242119,2.534017,242533,2.661766,241395,10.11574034,241395,10.02075765,241971,4.027935542,4.032554401,155.395870,2.464767
(11#)105,243043,2.536059,243703,2.661757,242550,9.50737707,242550,9.46401883,243126,4.026508093,4.031629434,155.722231,2.465139
(11#)211/2,243736,2.522425,244859,2.661748,244335,9.43652624,243705,9.50926967,244281,4.028880072,4.032135199,156.043845,2.465505
(11#)106,245587,2.544113,246011,2.661739,244860,9.57294212,244860,9.64952273,245436,4.030159626,4.032336409,156.363520,2.465866
(11#)213/2,246518,2.561050,247141,2.661731,246015,9.60290960,246015,9.60108227,246591,4.023918805,4.031546372,156.676296,2.466220
(11#)107,247868,2.534405,248323,2.661722,247170,9.44792372,247170,9.55402688,247746,4.019881542,4.031644767,157.002628,2.466586
(11#)215/2,248867,2.548208,249463,2.661714,248325,9.61491232,248325,9.69468979,248901,4.018629088,4.031786683,157.316560,2.466938
(11#)108,249512,2.527815,250619,2.661705,249480,9.52551372,249480,9.46383210,250056,4.020481733,4.032043681,157.634097,2.467291
(11#)217/2,251081,2.534266,251789,2.661697,250635,9.81181901,250635,9.79013972,251211,4.022307002,4.032463911,157.954664,2.467648
(11#)109,252071,2.523456,252937,2.661688,252525,9.68888102,252525,9.55716228,252366,4.020125731,4.031113376,158.268412,2.467994
(11#)219/2,253741,2.514393,254083,2.661680,252945,9.53831198,253890,9.61205271,253521,4.021292909,4.032258639,158.580837,2.468339
(11#)110,255214,2.528919,255253,2.661671,254100,9.44579392,254100,9.46371186,254676,4.020022924,4.031253862,158.899010,2.468688
