START,n_1,C_max,Npred_1,CpredAlign,Lambda_max,Jitter,JitterRatio,Status
(11#)67/2,77805,9.76782602,77805,9.99441293,-2.293230e-02,0.147677,-1.534341,EXPECTED
(11#)34,78540,10.05479007,78540,10.25012112,-1.924038e-02,0.146368,-1.334520,EXPECTED
(11#)69/2,79695,9.82619573,79695,10.06826277,-2.433632e-02,0.145056,-1.668783,EXPECTED
(11#)35,80850,9.53983296,80850,9.61581660,-7.933329e-03,0.143765,-0.528527,EXPECTED
(11#)71/2,82005,9.59156841,82005,9.75173091,-1.656038e-02,0.142530,-1.123711,EXPECTED
(11#)36,83160,9.45076983,83160,9.61312239,-1.703288e-02,0.141299,-1.149000,EXPECTED
(11#)73/2,84630,9.47355972,84630,9.75993952,-2.978147e-02,0.140127,-2.043716,EXPECTED
(11#)37,85470,9.63819940,85470,9.88117882,-2.489751e-02,0.138954,-1.748632,EXPECTED
(11#)75/2,86625,9.63376574,86625,9.60932448,2.540265e-03,0.137838,0.177319,OUTLIER
(11#)38,87780,9.96005196,87780,10.16524850,-2.039260e-02,0.136722,-1.500830,EXPECTED
(11#)77/2,88935,9.47959386,88935,9.60692625,-1.334285e-02,0.135653,-0.938663,EXPECTED
(13#)3,90090,10.38468869,90090,10.46678758,-7.874676e-03,0.134584,-0.610020,EXPECTED
(11#)79/2,91245,9.52712833,91245,9.72764123,-2.082810e-02,0.133564,-1.501250,EXPECTED
(11#)40,92820,9.90654167,92820,10.05084701,-1.446160e-02,0.132557,-1.088629,EXPECTED
(11#)81/2,94185,9.74901323,94185,9.87246018,-1.258301e-02,0.131570,-0.938261,EXPECTED
(11#)41,94710,9.93163966,94710,9.84422485,8.840613e-03,0.130595,0.669358,OUTLIER
(11#)83/2,95865,9.55834658,95865,9.71726709,-1.648966e-02,0.129657,-1.225699,EXPECTED
(11#)42,97020,9.52398656,97020,9.59932153,-7.878905e-03,0.128734,-0.585199,EXPECTED
(11#)85/2,98175,9.98053734,98175,10.22969039,-2.465738e-02,0.127825,-1.949173,EXPECTED
(11#)43,99330,9.79916613,99330,9.82833394,-2.972139e-03,0.126928,-0.229798,EXPECTED
(11#)87/2,100485,9.94373926,100485,9.94714247,-3.421880e-04,0.126065,-0.026996,EXPECTED
(11#)44,101745,9.57006945,101745,9.75134488,-1.876475e-02,0.125218,-1.447679,EXPECTED
(11#)89/2,103740,9.77761627,103740,9.96853242,-1.933765e-02,0.124382,-1.534918,EXPECTED
(11#)45,103950,9.39670907,103950,9.59362123,-2.073889e-02,0.123564,-1.593605,EXPECTED
(13#)7/2,105105,10.36966147,105105,10.45364064,-8.065928e-03,0.122761,-0.684087,EXPECTED
(11#)46,106260,9.97370965,106260,10.04280557,-6.903918e-03,0.121974,-0.566481,EXPECTED
(11#)93/2,107415,9.85001628,107415,9.91754902,-6.832708e-03,0.121185,-0.557270,EXPECTED
(11#)47,108570,9.59472534,108570,9.80060537,-2.123065e-02,0.120444,-1.709342,EXPECTED
(11#)95/2,109725,9.97762500,109725,10.14638100,-1.677200e-02,0.119690,-1.409942,EXPECTED
(11#)48,110880,9.31702272,111930,9.65402909,-3.553222e-02,0.118970,-2.832700,EXPECTED
(11#)97/2,112035,9.64774711,112035,9.68741334,-4.103021e-03,0.118237,-0.335481,EXPECTED
(11#)49,113190,9.40336623,113190,9.58695549,-1.933564e-02,0.117538,-1.561957,EXPECTED
(11#)99/2,114345,9.48605693,114345,9.58618799,-1.050028e-02,0.116843,-0.856971,EXPECTED
(11#)50,116025,9.85034823,116025,10.03272994,-1.834593e-02,0.116172,-1.569928,EXPECTED
(11#)101/2,116655,9.62888952,116655,9.68033605,-5.328712e-03,0.115511,-0.445382,EXPECTED
(11#)51,117810,10.14771318,117810,10.21523422,-6.631779e-03,0.114856,-0.587876,EXPECTED
(11#)103/2,118965,9.52419767,118965,9.67699636,-1.591588e-02,0.114211,-1.337863,EXPECTED
(13#)4,120120,10.20435862,120120,10.44334851,-2.315032e-02,0.113578,-2.104192,EXPECTED
(11#)105/2,121485,9.27437145,121275,9.58184066,-3.261487e-02,0.112952,-2.722123,EXPECTED
(11#)53,122430,9.68124523,122430,9.76682308,-8.800710e-03,0.112337,-0.761796,EXPECTED
(11#)107/2,123585,9.52613513,123585,9.67066700,-1.505820e-02,0.111738,-1.293489,EXPECTED
(11#)54,125580,9.67256963,125580,9.84988134,-1.816540e-02,0.111143,-1.595348,EXPECTED
(11#)109/2,126945,9.59062020,126945,9.72700277,-1.412025e-02,0.110566,-1.233495,EXPECTED
(11#)55,127050,9.41872620,127050,9.57853458,-1.682476e-02,0.109994,-1.452883,EXPECTED
(11#)111/2,128205,9.68065367,128205,9.84843191,-1.718282e-02,0.109426,-1.533258,EXPECTED
(11#)56,129675,9.74766229,129675,9.95179702,-2.072565e-02,0.108875,-1.874946,EXPECTED
(11#)113/2,130515,9.43615331,130515,9.66196844,-2.364899e-02,0.108328,-2.084550,EXPECTED
(11#)57,131670,9.97518861,131670,10.13302504,-1.569902e-02,0.107791,-1.464282,EXPECTED
(11#)115/2,132825,9.92832599,132825,10.02634154,-9.823901e-03,0.107258,-0.913830,EXPECTED
(11#)58,133980,9.87792028,133980,9.92555829,-4.811084e-03,0.106740,-0.446300,EXPECTED
(13#)9/2,135135,10.08048184,135135,10.43504512,-3.456880e-02,0.106220,-3.338009,EXPECTED
(11#)59,136290,9.61557389,136290,9.73985001,-1.284165e-02,0.105715,-1.175577,EXPECTED
(11#)119/2,137445,10.00469707,137445,10.20438236,-1.976258e-02,0.105222,-1.897752,EXPECTED
(11#)60,139230,9.92209541,139230,10.01990679,-9.809663e-03,0.104725,-0.933983,EXPECTED
(11#)121/2,139755,9.59789612,139755,9.57208641,2.692723e-03,0.104247,0.247582,OUTLIER
(11#)61,140910,9.68800166,140910,9.73202292,-4.533602e-03,0.103764,-0.424244,EXPECTED
(11#)123/2,142065,9.62650566,142065,9.81378560,-1.926779e-02,0.103301,-1.812954,EXPECTED
(11#)62,143220,9.78228987,143220,9.89697007,-1.165506e-02,0.102832,-1.115219,EXPECTED
(11#)125/2,144690,9.44585847,144690,9.57997363,-1.409845e-02,0.102381,-1.309961,EXPECTED
(11#)63,145530,9.55975400,145530,9.56947946,-1.016817e-03,0.101933,-0.095410,EXPECTED
(11#)127/2,146685,9.42769976,146685,9.64471911,-2.275838e-02,0.101483,-2.138480,EXPECTED
(11#)64,148785,9.46559343,147840,9.56848252,-1.081115e-02,0.101047,-1.018230,EXPECTED
(11#)129/2,148995,9.75541957,148995,9.79890710,-4.447875e-03,0.100620,-0.432196,EXPECTED
(13#)5,150150,10.40441005,150150,10.42818212,-2.282201e-03,0.100195,-0.237258,EXPECTED
(11#)131/2,151305,9.53353224,151515,9.66039733,-1.321949e-02,0.099764,-1.271652,EXPECTED
(11#)66,152460,9.54805482,152460,9.56657109,-1.937393e-03,0.099362,-0.186352,EXPECTED
(11#)133/2,153615,9.98222796,153615,10.12300050,-1.400380e-02,0.098951,-1.422649,EXPECTED
(11#)67,155610,9.83140567,155610,9.93995852,-1.098093e-02,0.098545,-1.101556,EXPECTED
(11#)135/2,156975,9.73469089,156975,9.83528266,-1.028031e-02,0.098148,-1.024899,EXPECTED
(11#)68,157080,10.19215775,157080,10.19588944,-3.660665e-04,0.097760,-0.038172,EXPECTED
(11#)137/2,158235,9.70269355,158340,9.73640337,-3.468253e-03,0.097370,-0.346203,EXPECTED
(11#)69,159390,9.90691796,159390,10.01468954,-1.081967e-02,0.096987,-1.111196,EXPECTED
(11#)139/2,160545,9.49676279,160545,9.63255772,-1.419781e-02,0.096611,-1.405585,EXPECTED
(11#)70,162435,9.94342578,162435,10.01028384,-6.701341e-03,0.096235,-0.694737,EXPECTED
(11#)141/2,162855,9.62845767,162855,9.77298486,-1.489888e-02,0.095872,-1.507502,EXPECTED
(11#)71,164010,9.66328517,164010,9.69939988,-3.730345e-03,0.095510,-0.378125,EXPECTED
(13#)11/2,165165,10.33415353,165165,10.42239733,-8.502793e-03,0.095149,-0.927428,EXPECTED
(11#)72,166320,9.34621665,166320,9.56138772,-2.276125e-02,0.094788,-2.270024,EXPECTED
(11#)145/2,167475,9.65881412,167475,9.91160208,-2.583512e-02,0.094445,-2.676563,EXPECTED
(11#)73,169260,9.54977310,169575,9.71619468,-1.727665e-02,0.094101,-1.768542,EXPECTED
(11#)147/2,169785,9.58327895,169785,9.56020817,2.410302e-03,0.093759,0.246065,OUTLIER
(11#)74,170940,9.71603852,170940,9.83028958,-1.169042e-02,0.093419,-1.222996,EXPECTED
(11#)149/2,172095,9.55695229,172095,9.62383791,-6.974258e-03,0.093089,-0.718513,EXPECTED
(11#)75,173250,9.41637714,173250,9.55906663,-1.503967e-02,0.092757,-1.538315,EXPECTED
(11#)151/2,174405,9.53476167,174405,9.62222709,-9.131501e-03,0.092435,-0.946237,EXPECTED
(11#)76,175560,9.99068066,175560,10.11516133,-1.238270e-02,0.092111,-1.351420,EXPECTED
(11#)153/2,176715,10.02213411,176715,10.18903991,-1.651657e-02,0.091789,-1.818364,EXPECTED
(11#)77,177870,9.43533784,177870,9.55760448,-1.287513e-02,0.091479,-1.336554,EXPECTED
(11#)155/2,179025,9.97293179,179025,9.88366579,8.991128e-03,0.091171,0.979105,OUTLIER
(13#)6,180180,10.36490489,180180,10.41744392,-5.056131e-03,0.090865,-0.578210,EXPECTED
(11#)157/2,181545,9.75708658,181545,9.93107697,-1.767508e-02,0.090556,-1.921357,EXPECTED
(11#)79,182910,9.43935091,182490,9.67914042,-2.508588e-02,0.090259,-2.656683,EXPECTED
(11#)159/2,183645,9.63184388,183645,9.74147206,-1.131756e-02,0.089962,-1.218605,EXPECTED
(11#)80,185640,9.86556750,185640,10.00276043,-1.381043e-02,0.089667,-1.530027,EXPECTED
(11#)161/2,185955,9.89916236,185955,10.00594788,-1.072956e-02,0.089383,-1.194696,EXPECTED
(11#)81,187110,9.42904853,187110,9.55486716,-1.325548e-02,0.089096,-1.412169,EXPECTED
(11#)163/2,188370,9.67394877,188370,9.82496107,-1.548962e-02,0.088811,-1.700378,EXPECTED
(11#)82,189420,9.72891497,189420,9.79692684,-6.966373e-03,0.088533,-0.768209,EXPECTED
(11#)165/2,190575,9.42838069,190575,9.55389810,-1.322489e-02,0.088255,-1.422213,EXPECTED
(11#)83,191730,9.47654296,191730,9.67044313,-2.025455e-02,0.087977,-2.203987,EXPECTED
(11#)167/2,193830,9.49772870,192885,9.61063854,-1.181798e-02,0.087710,-1.287309,EXPECTED
(11#)84,194040,9.45246451,194040,9.55296016,-1.057557e-02,0.087438,-1.149336,EXPECTED
(13#)13/2,195195,10.21160232,195195,10.41315217,-1.954508e-02,0.087176,-2.311988,EXPECTED
(11#)85,196350,10.04330323,196350,10.18338186,-1.385110e-02,0.086907,-1.611822,EXPECTED
(11#)171/2,197505,9.97616591,197505,10.10884090,-1.321154e-02,0.086653,-1.531107,EXPECTED
(11#)86,198660,9.52606363,198660,9.78261612,-2.657536e-02,0.086394,-2.969564,EXPECTED
(11#)173/2,199815,9.47408631,199815,9.60681259,-1.391218e-02,0.086141,-1.540803,EXPECTED
(11#)87,200970,9.76977837,200970,9.90173607,-1.341632e-02,0.085890,-1.536357,EXPECTED
(11#)175/2,202125,9.47501994,202125,9.55088200,-7.974651e-03,0.085640,-0.885825,EXPECTED
(11#)88,203490,9.43353629,203490,9.70644201,-2.851876e-02,0.085391,-3.195954,EXPECTED
(11#)177/2,204435,9.63699648,204435,9.71636757,-8.202350e-03,0.085150,-0.932133,EXPECTED
(11#)89,205590,9.51302139,205590,9.65882809,-1.521079e-02,0.084906,-1.717272,EXPECTED
(11#)179/2,207480,9.83057402,207480,9.92413278,-9.472118e-03,0.084668,-1.105007,EXPECTED
(11#)90,208845,9.96075978,208845,9.99669626,-3.601313e-03,0.084427,-0.425652,EXPECTED
(11#)181/2,209055,9.37522884,209055,9.60208528,-2.390931e-02,0.084196,-2.694385,EXPECTED
(13#)7,210210,10.11235236,210210,10.40939234,-2.895083e-02,0.083962,-3.537791,EXPECTED
(11#)183/2,211575,9.67968337,211365,9.70909601,-3.033988e-03,0.083735,-0.351259,EXPECTED
(11#)92,212520,9.90982728,212520,9.99911664,-8.969834e-03,0.083501,-1.069321,EXPECTED
(11#)185/2,213675,9.76352093,213675,9.81857003,-5.622407e-03,0.083275,-0.661052,EXPECTED
(11#)93,214830,9.69425677,214830,9.87426061,-1.839781e-02,0.083059,-2.167180,EXPECTED
(11#)187/2,215985,10.12029640,215985,10.17861640,-5.746136e-03,0.082831,-0.704084,EXPECTED
(11#)94,217140,9.66904020,217140,9.75770164,-9.127836e-03,0.082616,-1.073175,EXPECTED
(11#)189/2,218295,9.58469141,218295,9.54712149,3.927486e-03,0.082391,0.455995,OUTLIER
(11#)95,219450,9.97249946,219450,10.10361886,-1.306241e-02,0.082188,-1.595359,EXPECTED
(11#)191/2,220605,9.68174909,220605,9.59670247,8.823029e-03,0.081974,1.037483,OUTLIER
(11#)96,221760,9.46454153,221760,9.54637760,-8.609429e-03,0.081762,-1.000906,EXPECTED
(11#)193/2,222915,9.51873528,223860,9.61212221,-9.763041e-03,0.081555,-1.145079,EXPECTED
(11#)97,224070,9.64285201,224070,9.64552111,-2.767574e-04,0.081349,-0.032810,EXPECTED
(13#)15/2,225225,10.38651143,225225,10.40606539,-1.880860e-03,0.081144,-0.240979,EXPECTED
(11#)98,226380,9.51737426,226380,9.54541660,-2.942104e-03,0.080941,-0.346454,EXPECTED
(11#)197/2,227535,9.54379325,227535,9.59371738,-5.217423e-03,0.080740,-0.618332,EXPECTED
(11#)99,229425,9.32645837,228690,9.54495015,-2.315689e-02,0.080538,-2.712903,EXPECTED
(11#)199/2,229845,9.51374867,229845,9.59276190,-8.270865e-03,0.080344,-0.983437,EXPECTED
(11#)100,232050,10.03515508,232050,9.99168774,4.340915e-03,0.080148,0.542338,OUTLIER
(11#)201/2,232155,9.67369366,232155,9.68986680,-1.670472e-03,0.079952,-0.202286,EXPECTED
(11#)101,233415,9.98860545,233415,9.91853868,7.039388e-03,0.079760,0.878470,OUTLIER
(11#)203/2,234465,9.90414494,234465,9.89434292,9.901787e-04,0.079572,0.123184,OUTLIER
(11#)102,235620,10.00626051,235620,10.17453991,-1.667756e-02,0.079384,-2.119815,EXPECTED
(11#)205/2,236775,9.69631117,236775,9.78604465,-9.211834e-03,0.079196,-1.133056,EXPECTED
(11#)103,237930,9.61556689,237930,9.63686163,-2.212162e-03,0.079007,-0.269530,EXPECTED
(11#)207/2,239085,9.85121425,239085,9.99361377,-1.435154e-02,0.078828,-1.806459,EXPECTED
(13#)8,240240,10.37370351,240240,10.40309724,-2.829478e-03,0.078643,-0.373762,EXPECTED
(11#)209/2,241395,10.11574034,241395,10.09922307,1.634163e-03,0.078461,0.210516,OUTLIER
(11#)105,242550,9.50737707,242550,9.54230518,-3.667058e-03,0.078286,-0.446160,EXPECTED
(11#)211/2,244335,9.43652624,243705,9.58737892,-1.585961e-02,0.078109,-1.931310,EXPECTED
(11#)106,244860,9.57294212,244860,9.72745600,-1.601181e-02,0.077933,-1.982650,EXPECTED
(11#)213/2,246015,9.60290960,246015,9.67884147,-7.876075e-03,0.077759,-0.976503,EXPECTED
(11#)107,247170,9.44792372,247170,9.63161310,-1.925571e-02,0.077584,-2.367619,EXPECTED
(11#)215/2,248325,9.61491232,248325,9.77210491,-1.621663e-02,0.077411,-2.030623,EXPECTED
(11#)108,249480,9.52551372,249480,9.54107717,-1.632537e-03,0.077243,-0.201487,EXPECTED
(11#)217/2,250635,9.81181901,250635,9.86721657,-5.630124e-03,0.077076,-0.718739,EXPECTED
(11#)109,252525,9.68888102,252525,9.63396659,5.683901e-03,0.076910,0.714009,OUTLIER
(11#)219/2,252945,9.53831198,253890,9.68866231,-1.563984e-02,0.076744,-1.959115,EXPECTED
(11#)110,254100,9.44579392,254100,9.54029170,-9.954507e-03,0.076577,-1.234023,EXPECTED
(17#)/2,255255,10.98879350,255255,11.08870184,-9.050757e-03,0.076417,-1.307410,EXPECTED
(13#)9,270270,10.22605496,270270,10.39802939,-1.667744e-02,0.074417,-2.310956,EXPECTED
(13#)19/2,285285,10.84921557,285285,11.00309330,-1.408366e-02,0.072612,-2.119178,EXPECTED
(13#)10,300300,10.24062300,300300,10.39384885,-1.485172e-02,0.070975,-2.158871,EXPECTED
(13#)21/2,315315,10.31668283,315315,10.39202119,-7.276041e-03,0.069481,-1.084302,EXPECTED
(13#)11,330330,10.39343794,330330,10.39034045,2.980680e-04,0.068121,0.045470,OUTLIER
(13#)23/2,345345,10.82307543,345345,10.88030751,-5.274036e-03,0.066868,-0.855896,EXPECTED
(13#)12,373065,10.60647618,373065,10.75049694,-1.348721e-02,0.065717,-2.191530,EXPECTED
(13#)25/2,375375,10.25464963,375375,10.38601200,-1.272868e-02,0.064655,-2.031743,EXPECTED
(13#)13,390390,10.23137733,390390,10.38476820,-1.488093e-02,0.063672,-2.409079,EXPECTED
(13#)27/2,405405,10.26072189,405405,10.38360606,-1.190503e-02,0.062760,-1.958001,EXPECTED
(13#)14,420420,10.36643500,420420,10.38251762,-1.550211e-03,0.061911,-0.259770,EXPECTED
(13#)29/2,435435,10.80823080,435435,10.76373401,4.125433e-03,0.061120,0.728023,OUTLIER
(13#)15,451605,10.43630000,451605,10.63164715,-1.854502e-02,0.060382,-3.235188,EXPECTED
(13#)31/2,465465,10.58097936,465465,10.73549879,-1.449790e-02,0.059692,-2.588612,EXPECTED
(13#)16,480480,10.36292763,480480,10.37878766,-1.529288e-03,0.059045,-0.268609,EXPECTED
(13#)33/2,504735,10.40948314,504735,10.55094877,-1.349856e-02,0.058440,-2.420699,EXPECTED
(17#),510510,11.02689928,510510,11.06518378,-3.465906e-03,0.057870,-0.661560,EXPECTED
(13#)35/2,533715,10.41692508,533715,10.43509779,-1.743017e-03,0.057336,-0.316951,EXPECTED
(13#)18,540540,10.26910471,540540,10.37582653,-1.033888e-02,0.056832,-1.877847,EXPECTED
(13#)37/2,555555,10.60253259,555555,10.67000376,-6.343522e-03,0.056358,-1.197189,EXPECTED
(13#)19,570570,10.95264258,570570,10.98154667,-2.635530e-03,0.055910,-0.516975,EXPECTED
(13#)39/2,596505,10.29423475,585585,10.37398303,-7.717035e-03,0.055488,-1.437217,EXPECTED
(13#)20,608685,10.47216331,608685,10.49173973,-1.867632e-03,0.055089,-0.355360,EXPECTED
(13#)41/2,615615,10.61204631,615615,10.63746623,-2.392519e-03,0.054712,-0.464613,EXPECTED
(13#)21,636405,10.43557144,636405,10.43964307,-3.900923e-04,0.054354,-0.074909,EXPECTED
(13#)43/2,645645,10.62110639,645645,10.62356753,-2.316948e-04,0.054017,-0.045562,EXPECTED
(13#)22,660660,10.35016732,660660,10.37145123,-2.054272e-03,0.053698,-0.396363,EXPECTED
(13#)45/2,680295,10.36163204,680295,10.41273695,-4.920006e-03,0.053394,-0.957128,EXPECTED
(13#)23,690690,10.75535033,690690,10.86190114,-9.858022e-03,0.053107,-2.006342,EXPECTED
(13#)47/2,705705,10.42659488,705705,10.59946510,-1.644380e-02,0.052835,-3.271888,EXPECTED
(13#)24,726495,10.30832542,726495,10.42861732,-1.160183e-02,0.052577,-2.287919,EXPECTED
(13#)49/2,746130,10.67180211,746130,10.73332203,-5.748165e-03,0.052333,-1.175547,EXPECTED
(13#)25,750750,10.25109722,750750,10.36908491,-1.144403e-02,0.052100,-2.264639,EXPECTED
(17#)3/2,765765,10.99909949,765765,11.05653789,-5.208512e-03,0.051880,-1.107140,EXPECTED
(13#)26,780780,10.36864084,780780,10.36842214,2.109267e-05,0.051671,0.004233,OUTLIER
(13#)53/2,795795,10.54122315,795795,10.57039821,-2.763888e-03,0.051473,-0.566803,EXPECTED
(13#)27,810810,10.30416841,810810,10.36781322,-6.157611e-03,0.051284,-1.241027,EXPECTED
(13#)55/2,825825,10.34642760,825825,10.36752686,-2.037203e-03,0.051106,-0.412853,EXPECTED
(13#)28,844305,10.39372356,844305,10.38396452,9.393770e-04,0.050937,0.191590,OUTLIER
(13#)57/2,855855,10.95061370,855855,10.97382353,-2.117257e-03,0.050776,-0.457102,EXPECTED
(13#)29,870870,10.61823408,870870,10.74881255,-1.222257e-02,0.050624,-2.579379,EXPECTED
(13#)59/2,885885,10.48047317,885885,10.54747346,-6.372521e-03,0.050480,-1.327264,EXPECTED
(13#)30,903210,10.54756236,903210,10.61729639,-6.589629e-03,0.050343,-1.385178,EXPECTED
(13#)61/2,915915,10.51381724,915915,10.54087592,-2.570324e-03,0.050214,-0.538867,EXPECTED
(13#)31,930930,10.67473805,930930,10.72153042,-4.373888e-03,0.050092,-0.934129,EXPECTED
(13#)63/2,945945,10.24796411,945945,10.36560807,-1.141435e-02,0.049976,-2.354009,EXPECTED
(13#)32,960960,10.28708484,960960,10.36540810,-7.584909e-03,0.049867,-1.570643,EXPECTED
(13#)65/2,975975,10.32547689,975975,10.36521621,-3.841280e-03,0.049763,-0.798572,EXPECTED
(13#)33,990990,10.30541948,990990,10.36503210,-5.767923e-03,0.049666,-1.200270,EXPECTED
(13#)67/2,1009470,10.53313172,1009470,10.53818062,-4.792203e-04,0.049575,-0.101844,EXPECTED
