FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,Cbound,jitter
9555,9659,(7#)91/2,9556,150.273,9555,530.122,9649,2.670372,9555,9.32113413,9607,231.224471,4.048397731,9565,1.530278,9555,10.873892,9659,0.000000,0.175387
9660,9764,(7#)46,9661,151.499,9660,513.501,9749,2.670332,9660,8.95111839,9712,232.820667,4.041817941,9665,1.544030,9660,10.493066,9764,0.000000,0.174268
9765,9869,(7#)93/2,9767,152.798,9765,511.311,9829,2.670300,9765,8.83879237,9817,235.318724,4.050942858,9770,1.560217,9765,10.372940,9869,0.000000,0.173071
9870,9974,(7#)47,9871,154.069,9870,509.541,9973,2.670244,9870,8.73391281,9922,236.440509,4.036512577,9895,1.574734,9870,10.260190,9974,0.000000,0.171865
9975,10079,(7#)95/2,9986,155.503,9975,532.112,10079,2.670190,9975,9.04646099,10027,239.138219,4.049083220,9985,1.586442,9975,10.565230,10079,0.000000,0.170710
10080,10184,(7#)48,10084,156.728,10080,506.731,10181,2.670165,10080,8.54376264,10132,240.654438,4.041625442,10085,1.599221,10080,10.054941,10184,0.000000,0.169545
10185,10289,(7#)97/2,10193,157.990,10185,516.182,10289,2.670125,10185,8.63361722,10237,242.732480,4.043750199,10195,1.613011,10185,10.137553,10289,0.000000,0.168429
10290,10394,(7#)49,10294,159.246,10290,514.970,10391,2.670075,10290,8.54356903,10342,244.516419,4.041033612,10315,1.627784,10290,10.040191,10394,0.000000,0.167304
10395,10499,(11#)9/2,10399,160.487,10395,576.693,10499,2.670035,10395,9.49267980,10447,246.955047,4.049151973,10405,1.638689,10395,11.024462,10499,0.000000,0.166225
10500,10604,(7#)50,10501,161.719,10500,523.172,10601,2.670011,10500,8.54330046,10552,248.528006,4.043083249,10510,1.653045,10500,10.025878,10603,0.000000,0.165160
10605,10709,(7#)101/2,10607,162.998,10605,532.541,10709,2.669973,10605,8.62952079,10657,250.334820,4.040995016,10610,1.664733,10605,10.105354,10709,0.000000,0.164093
10710,10814,(7#)51,10711,164.250,10710,566.772,10799,2.669930,10710,9.11265762,10762,252.733795,4.048454954,10715,1.674967,10710,10.581791,10814,0.000000,0.163039
10815,10919,(7#)103/2,10826,165.663,10815,540.673,10909,2.669903,10815,8.62755052,10867,254.077952,4.039095383,10820,1.691963,10815,10.090054,10919,0.000000,0.162029
10920,11024,(7#)52,10924,166.869,10920,588.535,11003,2.669860,10920,9.31948435,10972,256.700882,4.050093678,10930,1.700893,10920,10.778051,11024,0.000000,0.160885
11025,11129,(7#)105/2,11027,168.041,11025,543.505,11087,2.669831,11025,8.54278948,11077,258.047588,4.040993003,11035,1.710586,11025,9.992412,11129,0.000000,0.160031
11130,11234,(7#)53,11131,169.284,11130,558.346,11213,2.669801,11130,8.71018917,11182,260.461029,4.048667546,11185,1.726693,11130,10.153445,11234,0.000000,0.159042
11235,11339,(7#)107/2,11239,170.573,11235,556.857,11329,2.669763,11235,8.62390003,11287,261.755718,4.039031346,11255,1.734061,11235,10.061068,11338,0.000000,0.158091
11340,11444,(7#)54,11351,171.907,11340,555.693,11443,2.669714,11340,8.54244131,11392,263.969525,4.043664349,11345,1.743453,11340,9.973450,11444,0.000000,0.157136
11445,11549,(7#)109/2,11447,173.049,11445,564.910,11549,2.669692,11445,8.62220880,11497,265.590957,4.039289919,11465,1.755758,11445,10.047326,11549,0.000000,0.156216
11550,11654,(11#)5,11551,174.284,11550,626.394,11633,2.669665,11550,9.49141587,11602,267.808014,4.044002680,11555,1.764828,11550,10.952930,11654,0.000000,0.155287
11655,11759,(7#)111/2,11657,175.540,11655,583.943,11743,2.669620,11655,8.78619854,11707,269.948515,4.047534597,11665,1.775782,11655,10.199650,11758,0.000000,0.154392
11760,11864,(7#)56,11762,176.812,11760,571.784,11863,2.669582,11760,8.54204077,11812,271.388877,4.040638484,11785,1.787515,11760,9.949719,11864,0.000000,0.153493
11865,11969,(7#)113/2,11867,178.023,11865,580.930,11969,2.669561,11865,8.61893084,11917,273.332125,4.041350956,11867,1.793302,11865,10.021084,11969,0.000000,0.152627
11970,12074,(7#)57,11971,179.249,11970,613.897,12073,2.669529,11970,9.04434477,12022,275.220742,4.041278721,11971,1.796685,11970,10.440909,12074,0.000000,0.151751
12075,12179,(7#)115/2,12076,180.545,12075,611.530,12163,2.669492,12075,8.94850011,12127,277.594234,4.048322666,12086,1.800644,12075,10.339704,12179,0.000000,0.150909
12180,12284,(7#)58,12182,181.762,12180,609.538,12281,2.669467,12180,8.85801523,12232,279.200454,4.044169056,12182,1.803667,12180,10.243796,12284,0.000000,0.150059
12285,12389,(7#)117/2,12286,182.982,12285,645.494,12347,2.669437,12285,9.31810444,12337,281.050660,4.043657717,12289,1.806722,12285,10.701355,12388,0.000000,0.149238
12390,12494,(7#)59,12391,184.183,12390,606.176,12491,2.669396,12390,8.69135577,12442,282.716311,4.040547190,12391,1.809830,12390,10.066684,12494,0.000000,0.148414
12495,12599,(7#)119/2,12497,185.423,12495,639.618,12589,2.669378,12495,9.11080432,12547,285.315274,4.050772483,12497,1.813033,12495,10.481211,12599,0.000000,0.147619
12600,12704,(7#)60,12601,186.638,12600,603.652,12703,2.669335,12600,8.54129031,12652,285.998739,4.033881032,12601,1.816118,12600,9.906477,12704,0.000000,0.146815
12705,12809,(11#)11/2,12706,187.893,12705,675.068,12809,2.669316,12705,9.49025683,12757,288.863203,4.047847516,12713,1.819391,12705,10.893167,12809,0.000000,0.146042
12810,12914,(7#)61,12812,189.157,12810,621.924,12911,2.669278,12810,8.68590906,12862,290.422123,4.043441920,12821,1.822498,12810,10.041252,12913,0.000000,0.145277
12915,13019,(7#)123/2,12917,190.319,12915,631.233,13009,2.669260,12915,8.76002368,12967,291.953086,4.038792125,12917,1.825220,12915,10.110619,13019,0.000000,0.144507
13020,13124,(7#)62,13033,191.666,13020,640.798,13121,2.669230,13020,8.83545298,13072,294.498435,4.048155103,13033,1.828462,13020,10.181236,13121,0.000000,0.143777
13125,13229,(7#)125/2,13127,192.756,13125,623.324,13229,2.669201,13125,8.54088118,13177,295.934693,4.042287717,13127,1.831041,13125,9.882053,13229,0.000000,0.143013
13230,13334,(7#)63,13238,194.070,13230,627.298,13331,2.669164,13230,8.54079737,13282,297.698705,4.040984281,13241,1.834147,13230,9.877293,13334,0.000000,0.142272
13335,13439,(7#)127/2,13337,195.185,13335,636.218,13421,2.669150,13335,8.60900658,13387,299.580117,4.041338649,13337,1.836716,13335,9.941021,13439,0.000000,0.141558
13440,13544,(7#)64,13441,196.386,13440,635.130,13537,2.669119,13440,8.54059921,13492,301.646322,4.044175497,13441,1.839463,13440,9.868069,13544,0.000000,0.140836
13545,13649,(7#)129/2,13553,197.677,13545,654.580,13649,2.669090,13545,8.74885075,13597,302.817996,4.035129935,13553,1.842378,13545,10.071964,13649,0.000000,0.140141
13650,13754,(7#)65,13654,198.869,13650,701.395,13751,2.669055,13650,9.31687000,13702,305.850095,4.050836108,13654,1.845205,13650,10.638244,13751,0.000000,0.139466
13755,13859,(7#)131/2,13757,200.024,13755,651.808,13859,2.669028,13755,8.60655649,13807,306.877093,4.039975331,13757,1.847578,13755,9.921013,13859,0.000000,0.138759
13860,13964,(11#)6,13873,201.355,13860,723.037,13963,2.669002,13860,9.48919262,13912,309.066491,4.044509695,13873,1.850474,13860,10.842247,13964,0.000000,0.138073
13965,14069,(7#)133/2,13967,202.433,13965,693.080,14029,2.668994,13965,9.04258698,14017,310.858638,4.043850568,13967,1.852779,13965,10.348627,14068,0.000000,0.137410
14070,14174,(7#)67,14071,203.624,14070,668.635,14173,2.668959,14070,8.67153022,14122,312.523095,4.041576626,14071,1.855306,14070,9.973380,14173,0.000000,0.136758
14175,14279,(7#)135/2,14177,204.836,14175,662.332,14251,2.668931,14175,8.54003543,14227,314.399622,4.042101986,14177,1.857857,14175,9.837874,14275,0.000000,0.180135
14280,14384,(7#)68,14281,206.023,14280,710.667,14369,2.668911,14280,9.10929007,14332,316.359594,4.043706976,14281,1.860317,14280,10.403172,14380,0.000000,0.179194
14385,14489,(7#)137/2,14387,207.232,14385,675.035,14489,2.668882,14385,8.60316769,14437,318.086920,4.042370009,14387,1.862783,14385,9.893026,14489,0.000000,0.134817
14490,14594,(7#)69,14494,208.479,14490,706.074,14593,2.668858,14490,8.94649302,14542,319.904513,4.042223669,14503,1.865454,14490,10.232385,14594,0.000000,0.134179
14595,14699,(7#)139/2,14614,209.844,14595,682.734,14699,2.668824,14595,8.60206380,14647,321.771071,4.042723926,14621,1.868139,14595,9.884151,14699,0.000000,0.133565
14700,14804,(7#)70,14702,210.843,14700,681.684,14797,2.668810,14700,8.53965669,14752,323.251890,4.038432306,14702,1.870169,14700,9.817880,14800,0.000000,0.175589
14805,14909,(7#)141/2,14813,212.073,14805,700.719,14869,2.668793,14805,8.72937727,14857,325.561085,4.044516350,14813,1.872411,14805,10.003894,14905,0.000000,0.169221
14910,15014,(7#)71,14914,213.246,14910,699.364,15013,2.668760,14910,8.66329734,14962,326.698125,4.036067001,14923,1.874805,14910,9.934048,15010,0.000000,0.173849
15015,16169,(13#)/2,15017,214.383,15015,840.195,16141,2.668514,15015,10.35083057,15581,338.082133,4.042543949,15017,1.876841,15015,11.663974,16165,0.000000,0.164996
16170,17324,(11#)7,16174,227.405,16170,816.770,17321,2.668280,16170,9.48744417,16737,357.716909,4.041453555,16183,1.900179,16170,10.760646,17320,0.000000,0.157141
17325,18479,(11#)15/2,17327,240.161,17745,863.244,18461,2.668071,17325,9.48666633,17893,377.201096,4.041472758,17327,1.920249,17325,10.727452,18475,0.000000,0.150149
18480,19634,(11#)8,18481,252.805,19110,915.696,19609,2.667877,18480,9.48592884,19048,396.387623,4.040728514,18481,1.938140,18480,10.698067,19600,0.000000,0.221856
19635,20789,(11#)17/2,19636,265.374,19635,1016.477,20789,2.667693,19635,10.11761783,20204,415.484154,4.041175754,19661,1.954366,19635,11.304543,20755,0.000000,0.212604
20790,21944,(11#)9,20798,277.807,21840,1018.568,21943,2.667519,20790,9.48467315,21359,434.292453,4.040668160,20807,1.968428,20790,10.648815,21910,0.000000,0.204186
21945,23099,(11#)19/2,21946,289.997,21945,1102.624,23099,2.667361,21945,10.04198433,22515,452.918260,4.040177142,21946,1.981138,21945,11.185891,23065,0.000000,0.196522
23100,24254,(11#)10,23102,302.160,23205,1140.371,24251,2.667213,23205,9.93182028,23670,471.448867,4.040334084,23102,1.992636,23205,11.013007,24220,0.000000,0.189482
24255,25409,(11#)21/2,24268,314.347,24255,1128.157,25409,2.667078,24255,9.48303126,24825,489.736747,4.039768671,24281,2.003112,24255,10.592236,25375,0.000000,0.183017
25410,26564,(11#)11,25411,326.118,25935,1237.474,26561,2.666946,25935,9.85758127,25981,507.959228,4.039896020,25411,2.012337,25935,10.901587,26530,0.000000,0.177031
26565,27719,(11#)23/2,26573,338.044,26565,1271.305,27701,2.666822,26565,9.93364518,27136,525.975656,4.039502163,26573,2.020989,26565,11.014413,27685,0.000000,0.171493
27720,28874,(11#)12,27733,349.860,28665,1266.551,28871,2.666698,27720,9.48167174,28291,543.908468,4.039490838,27733,2.028865,27720,10.550107,28840,0.000000,0.166333
28875,30029,(11#)25/2,28879,361.450,28875,1297.599,30029,2.666589,28875,9.48126293,29446,561.594343,4.038614127,28879,2.035979,28875,10.538488,29470,0.000000,0.163670
30030,31184,(13#),30034,373.077,30030,1460.998,31183,2.666477,30030,10.34278742,30602,579.421744,4.039601016,30047,2.042628,30030,11.392901,30065,0.045319,0.161250
31185,32339,(11#)27/2,31189,384.578,31395,1427.675,32327,2.666375,31395,9.75130720,31757,596.929643,4.039122704,31189,2.048600,31395,10.741292,31360,0.162365,0.156244
32340,33494,(11#)14,32341,396.002,32340,1421.644,32768,2.666256,32340,9.48014915,32912,614.258984,4.038224682,32341,2.054138,32340,10.509142,33215,0.126834,0.144462
33495,34649,(11#)29/2,33503,407.455,33495,1516.583,34649,2.666185,33495,9.83091290,34067,631.716919,4.038860767,33503,2.059275,33495,10.852051,33670,0.154674,0.142979
34650,35804,(11#)15,34651,418.704,35490,1504.553,35803,2.666091,34650,9.47949526,35222,648.927807,4.038533736,34651,2.063955,34650,10.493409,34685,0.442578,0.144914
35805,36959,(11#)31/2,35806,429.983,35805,1596.574,36947,2.666005,35805,9.80604971,36377,666.047407,4.038252507,35809,2.068311,35805,10.813359,36400,0.045197,0.134790
36960,38114,(11#)16,36962,441.187,36960,1583.529,38113,2.665924,36960,9.47886983,37533,683.129370,4.038301709,36973,2.072346,36960,10.480101,37765,0.222650,0.131090
38115,39269,(11#)33/2,38119,452.317,38115,1623.408,39251,2.665841,38115,9.47857955,38688,699.990656,4.037587866,38119,2.076010,38115,10.474256,39130,0.391493,0.127611
39270,40424,(11#)17,39272,463.471,39270,1774.049,40423,2.665762,39270,10.11019819,39843,716.996445,4.038196595,39293,2.079479,39270,11.100913,39293,0.652606,0.071277
40425,41579,(11#)35/2,40427,474.401,41055,1733.981,41579,2.665687,41055,9.53204684,40998,733.779179,4.037991369,40427,2.082566,40425,10.463943,40495,0.438435,0.124344
41580,42734,(11#)18,41593,485.478,42315,1794.617,42727,2.665615,42315,9.62616082,42153,750.465266,4.037701594,41593,2.085503,42315,10.554980,41593,0.670258,0.068782
42735,43889,(11#)37/2,42737,496.295,42735,1832.029,43889,2.665547,42735,9.74830457,43308,767.137205,4.037750629,42737,2.088158,42735,10.726022,42770,0.652068,0.119299
43890,45044,(11#)19,43891,507.159,43890,1927.228,45013,2.665481,43890,10.03477120,44463,783.614898,4.037178778,43891,2.090626,43890,11.008924,44590,0.670244,0.115592
45045,46199,(13#)3/2,45053,518.050,45045,2027.918,46199,2.665410,45045,10.33859678,45618,800.222925,4.037646434,45053,2.092918,45045,11.313091,45430,0.667780,0.134585
46200,47354,(11#)20,46204,528.838,46410,1994.653,47353,2.665349,46410,9.92477041,46773,816.607731,4.037328105,46219,2.095029,46410,10.840401,46585,0.522140,0.132023
47355,48509,(11#)41/2,47356,539.545,47355,1985.690,48497,2.665287,47355,9.71957662,47929,833.126687,4.037991422,47363,2.096933,47355,10.684865,48125,0.435872,0.128773
48510,49664,(11#)21,48523,550.303,48510,1974.418,49663,2.665224,48510,9.47637982,49084,849.176431,4.036710605,48523,2.098704,48510,10.439255,49280,0.423189,0.126451
49665,50819,(11#)43/2,49667,560.852,49665,2061.641,50789,2.665169,49665,9.70729564,50239,865.518270,4.037140733,49667,2.100303,49665,10.668014,50435,0.531575,0.124227
50820,51974,(11#)22,50821,571.453,51870,2167.588,51973,2.665111,51870,9.85076268,51394,881.642463,4.036834832,50821,2.101778,51870,10.753716,51590,0.636696,0.122086
51975,53129,(11#)45/2,51977,582.033,51975,2088.474,53129,2.665055,51975,9.47575949,52549,897.764067,4.036797377,51977,2.103121,51975,10.432834,52745,0.665706,0.120033
53130,54284,(11#)23,53147,592.702,53130,2227.518,54277,2.665002,53130,9.92679171,53704,913.925865,4.037189217,53147,2.104350,53130,10.882354,53900,0.695007,0.118053
54285,55439,(11#)47/2,54287,603.060,54285,2211.930,55439,2.664947,54285,9.68594932,54859,929.830245,4.036694399,54287,2.105433,54285,10.640202,54287,0.724093,0.058287
55440,56594,(11#)24,55441,613.510,55965,2233.842,56591,2.664895,55965,9.54137925,56014,945.770428,4.036605452,55441,2.106421,55965,10.438005,55441,0.726273,0.057536
56595,57749,(11#)49/2,56597,623.942,56595,2238.690,57737,2.664848,56595,9.47501581,57169,961.665151,4.036553475,56597,2.107303,56595,10.427183,56597,0.728108,0.056809
57750,58904,(11#)25,57751,634.322,58695,2319.596,58901,2.664798,58695,9.52932283,58324,977.514029,4.036527575,57751,2.108081,57750,10.426221,57751,0.729610,0.056107
58905,60059,(11#)51/2,58907,644.687,58905,2467.244,60041,2.664751,58905,10.10632240,59479,993.220772,4.036134092,58907,2.108768,58905,11.057240,58907,0.730799,0.055427
60060,61214,(13#)2,60068,655.107,60060,2563.719,61211,2.664702,60060,10.33582324,60634,1009.054391,4.036457514,60077,2.109372,60060,11.290136,60077,0.731699,0.054762
61215,62369,(11#)53/2,61223,665.353,61215,2433.720,62351,2.664657,61215,9.66011306,61789,1024.757392,4.036444004,61223,2.109875,61215,10.610029,61223,0.732296,0.054131
62370,63524,(11#)27,62378,675.634,62790,2506.700,63521,2.664614,62790,9.74482144,62944,1040.401518,4.036385128,62383,2.110304,62790,10.635417,62383,0.732629,0.053511
63525,64679,(11#)55/2,63527,685.788,64155,2489.314,64679,2.664569,64155,9.50839434,64099,1056.018939,4.036401987,63527,2.110650,63525,10.423665,64679,0.732529,0.052341
64680,65834,(11#)28,64682,696.008,64680,2496.934,65536,2.664496,64680,9.47387515,65254,1071.457942,4.035918736,64693,2.110929,64680,10.423551,65831,0.732121,0.051779
65835,66989,(11#)57/2,65837,706.156,65835,2682.362,66977,2.664486,65835,10.03100388,66409,1086.981030,4.035928352,65837,2.111131,65835,10.980855,66977,0.731491,0.051237
66990,68144,(11#)29,67003,716.394,66990,2664.900,68141,2.664445,66990,9.82445943,67565,1102.508920,4.036110895,67003,2.111266,66990,10.774578,68141,0.730632,0.050701
68145,69299,(11#)59/2,68147,726.410,68145,2651.647,69263,2.664405,68145,9.63964334,68720,1117.906058,4.035968425,68147,2.111335,68145,10.590150,69263,0.729604,0.050199
69300,70454,(11#)30,69302,736.517,69615,2777.274,70451,2.664364,69615,9.92108617,69875,1133.316280,4.036023218,70451,2.111292,69615,10.810224,70451,0.728308,0.049682
70455,71609,(11#)61/2,70457,746.555,70455,2723.510,71597,2.664327,70455,9.63372183,71030,1148.600641,4.035777845,71597,2.111185,70455,10.585309,71597,0.726866,0.049197
71610,72764,(11#)31,71612,756.629,71610,2807.700,72763,2.664288,71610,9.79968688,72185,1163.938534,4.035862795,72763,2.111018,71610,10.751959,72763,0.725211,0.048717
72765,73919,(11#)63/2,72767,766.594,72765,2749.932,73907,2.664251,72765,9.47289828,73340,1179.136714,4.035601027,73907,2.110803,72765,10.425951,73907,0.723411,0.048258
73920,75074,(11#)32,73924,776.635,73920,2785.738,75041,2.664217,73920,9.47276386,74495,1194.384098,4.035642087,75041,2.110541,73920,10.426683,75074,0.721438,0.047802
75075,76229,(13#)5/2,75079,786.549,75075,3077.869,76213,2.664181,75075,10.33378523,75650,1209.511923,4.035409142,76213,2.110220,75075,11.293218,76213,0.719275,0.047368
76230,77384,(11#)33,76231,796.456,76230,2857.011,77383,2.664144,76230,9.47251671,76805,1224.781748,4.035769191,77383,2.109848,76230,10.428425,77383,0.716930,0.046934
77385,78539,(11#)67/2,77386,806.385,77805,3020.343,78539,2.664109,77805,9.84719137,77960,1239.680875,4.035033491,78539,2.109437,77805,10.738597,78539,0.714457,0.046515
78540,79694,(11#)34,78541,816.250,78540,3123.135,79693,2.664077,78540,10.10375340,79115,1254.963790,4.035663407,79693,2.108983,78540,11.062175,79693,0.711839,0.046107
79695,80849,(11#)69/2,79697,826.120,79695,3104.348,80849,2.664044,79695,9.92320502,80270,1270.103722,4.035929192,80849,2.108484,79695,10.882692,80849,0.709071,0.045708
80850,82004,(11#)35,80854,835.998,80850,2998.539,82003,2.664010,80850,9.47203871,81425,1284.855303,4.035078630,82003,2.107944,80850,10.432864,82003,0.706169,0.045319
82005,83159,(11#)71/2,82007,845.777,82005,3077.647,83137,2.663980,82005,9.60919834,82580,1299.860239,4.035143167,83137,2.107377,82005,10.571434,83158,0.703162,0.044939
83160,84314,(11#)36,83177,855.700,83160,3068.816,84313,2.663948,83160,9.47180737,83735,1314.777766,4.035038581,84313,2.106748,83160,10.435519,84313,0.699957,0.044568
84315,85469,(11#)73/2,84317,865.347,84630,3162.178,85469,2.663916,84630,9.62013006,84890,1329.850953,4.035504899,85469,2.106092,84315,10.570356,85469,0.696654,0.044205
85470,86624,(11#)37,85474,875.138,85470,3228.468,86599,2.663885,85470,9.74220918,86045,1344.721219,4.035444893,86599,2.105414,85470,10.709070,86599,0.693306,0.043858
86625,87779,(11#)75/2,86627,884.833,86625,3173.624,87767,2.663855,86625,9.47148493,87200,1359.305332,4.034634029,87767,2.104680,86625,10.440014,87778,0.689721,0.043503
87780,88934,(11#)38,87782,894.565,87780,3397.192,88919,2.663825,87780,10.02851528,88355,1374.432945,4.035526542,88919,2.103921,87780,10.998782,88919,0.686075,0.043168
88935,90089,(11#)77/2,88937,904.237,88935,3243.150,90089,2.663797,88935,9.47127161,89510,1388.809611,4.034307797,90089,2.103118,88935,10.443314,90089,0.682252,0.042831
90090,91244,(13#)3,90107,914.034,90090,3575.831,91243,2.663767,90090,10.33218950,90665,1404.007223,4.035559925,91243,2.102291,90090,11.311170,91243,0.678370,0.042506
91245,92399,(11#)79/2,91249,923.579,91245,3355.413,92399,2.663739,91245,9.59407381,91820,1418.636202,4.035246927,92399,2.101432,91245,10.569857,92399,0.674374,0.042187
92400,93554,(11#)40,92401,933.187,92820,3518.295,93553,2.663712,92820,9.91865121,92975,1433.106328,4.034579181,93553,2.100546,92820,10.823827,93553,0.670279,0.041876
93555,94709,(11#)81/2,93557,942.811,94185,3497.273,94709,2.663685,94185,9.74141833,94130,1447.907568,4.034928466,94709,2.099627,94185,10.648083,94709,0.666075,0.041570
94710,95864,(11#)41,94712,952.487,94710,3503.368,95857,2.663658,94710,9.71362050,95285,1462.486286,4.034733220,95857,2.098686,94710,10.695414,95857,0.661801,0.041272
95865,97019,(11#)83/2,95866,961.997,95865,3492.659,97007,2.663631,95865,9.58760698,96440,1477.376873,4.035466160,97007,2.097715,95865,10.571505,97007,0.657422,0.040980
97020,98174,(11#)42,97021,971.537,97020,3484.354,98143,2.663605,97020,9.47058789,97595,1491.387356,4.033882007,98143,2.096729,97020,10.456639,98162,0.652956,0.040692
98175,99329,(11#)85/2,98179,981.104,98175,3753.075,99317,2.663579,98175,10.10186193,98750,1506.208432,4.034575599,99317,2.095685,98175,11.090349,99326,0.648334,0.040408
99330,100484,(11#)43,99334,990.649,99330,3639.322,100483,2.663553,99330,9.70139408,99905,1520.765465,4.034621579,100483,2.094618,99330,10.691894,100483,0.643623,0.040131
100485,101639,(11#)87/2,100493,1000.170,100485,3719.542,101627,2.663528,100485,9.82107121,101060,1535.411773,4.034968057,101627,2.093548,100485,10.813863,101627,0.638902,0.039862
101640,102794,(11#)44,101641,1009.603,101745,3683.479,102793,2.663504,101745,9.62620237,102215,1549.779358,4.034648547,102793,2.092433,101745,10.538576,102793,0.634002,0.039593
102795,103949,(11#)89/2,102797,1019.086,103740,3828.132,103919,2.663479,103740,9.84482054,103370,1564.263701,4.034702929,103946,2.091331,103740,10.765130,103946,0.629096,0.039332
103950,105104,(11#)45,103951,1028.535,103950,3688.569,105097,2.663455,103950,9.47005704,104525,1578.405935,4.033948396,105097,2.090155,103950,10.469988,105097,0.624067,0.039077
105105,106259,(13#)7/2,105107,1037.985,105105,4060.756,106243,2.663430,105105,10.33087844,105680,1593.027947,4.034486226,106243,2.088987,105105,11.338939,106258,0.618959,0.038823
106260,107414,(11#)46,106261,1047.402,106260,3935.026,107377,2.663408,106260,9.92083173,106835,1607.476966,4.034637693,107377,2.087810,106260,10.925733,107398,0.613842,0.038579
107415,108569,(11#)93/2,107434,1056.978,107415,3920.521,108557,2.663385,107415,9.79634681,107990,1621.793185,4.034515668,108557,2.086562,107415,10.803791,108557,0.608537,0.038335
108570,109724,(11#)47,108571,1066.205,108570,3908.496,109721,2.663361,108570,9.68016198,109145,1636.086615,4.034398519,109721,2.085308,108570,10.690191,109721,0.603154,0.038095
109725,110879,(11#)95/2,109738,1075.701,109725,4083.981,110879,2.663338,109725,10.02668062,110300,1650.478275,4.034580817,110879,2.084039,109725,11.039344,110879,0.597723,0.037860
110880,112034,(11#)48,110881,1084.947,111930,3948.542,112031,2.663315,111930,9.53571186,111456,1664.539677,4.034016250,112031,2.082755,110880,10.484872,112031,0.592246,0.037630
112035,113189,(11#)97/2,112061,1094.497,112035,3965.434,113189,2.663294,112035,9.56915994,112611,1679.027523,4.034541288,113189,2.081446,112035,10.587169,113189,0.586666,0.037402
113190,114344,(11#)49,113194,1103.672,113190,3957.601,114343,2.663271,113190,9.46940676,113766,1693.135882,4.034205570,114343,2.080119,113190,10.490150,114343,0.581033,0.037180
114345,115499,(11#)99/2,114346,1112.966,114345,3990.950,115499,2.663250,114345,9.46932977,114921,1707.310248,4.034085765,115499,2.078771,114345,10.492842,115499,0.575320,0.036960
115500,116654,(11#)50,115502,1122.278,116025,4230.371,116639,2.663229,116025,9.91685549,116076,1721.622432,4.034341462,116639,2.077422,116025,10.858802,116639,0.569618,0.036748
116655,117809,(11#)101/2,116657,1131.549,117390,4102.265,117809,2.663208,116655,9.56482404,117231,1735.577208,4.033813691,117809,2.076019,116655,10.593980,117809,0.563695,0.036533
117810,118964,(11#)51,117811,1140.817,117810,4363.551,118931,2.663187,117810,10.10037850,118386,1750.067154,4.034576663,118931,2.074654,117810,11.132678,118964,0.557845,0.036324
118965,120119,(11#)103/2,118967,1150.086,118965,4164.805,120103,2.663166,118965,9.56278420,119541,1763.745645,4.033520810,120103,2.073211,118965,10.597721,120116,0.551879,0.036120
120120,121274,(13#)4,120121,1159.326,120120,4535.059,121271,2.663146,120120,10.32977036,120696,1778.120817,4.034111514,121271,2.071754,120120,11.373921,121271,0.545769,0.035918
121275,122429,(11#)105/2,121276,1168.599,121275,4190.184,122401,2.663127,121275,9.46888443,121851,1792.303879,4.034303777,122422,2.070322,121275,10.509734,122422,0.539698,0.035720
122430,123584,(11#)53,122443,1177.877,122430,4306.062,123583,2.663106,122430,9.65447974,123006,1806.226783,4.033958083,123583,2.068816,122430,10.698336,123583,0.533472,0.035523
123585,124739,(11#)107/2,123593,1187.045,123585,4296.739,124739,2.663086,123585,9.55892504,124161,1820.228434,4.033838659,124739,2.067321,123585,10.605816,124739,0.527229,0.035330
124740,125894,(11#)54,124753,1196.279,125580,4436.331,125887,2.663067,125580,9.73915681,125316,1834.415357,4.034171262,125887,2.065819,125580,10.700019,125887,0.520967,0.035142
125895,127049,(11#)109/2,125897,1205.373,126945,4420.105,127037,2.663048,126945,9.61695694,126471,1848.283669,4.033846492,127037,2.064299,125895,10.610155,127042,0.514624,0.034955
127050,128204,(11#)55,127051,1214.534,127050,4354.912,128203,2.663028,127050,9.46854111,127626,1862.145326,4.033556505,128203,2.062739,127050,10.524729,128203,0.508151,0.034770
128205,129359,(11#)111/2,128213,1223.745,128205,4513.038,129347,2.663010,128205,9.73900177,128781,1876.244422,4.033823001,129347,2.061193,128205,10.798348,129358,0.501687,0.034589
129360,130514,(11#)56,129361,1232.833,129675,4604.633,130513,2.662992,129675,9.84307178,129936,1890.388265,4.034218852,130513,2.059602,129675,10.812747,130513,0.495129,0.034410
130515,131669,(11#)113/2,130517,1241.971,130515,4493.256,131072,2.662962,130515,9.55363966,131091,1904.040109,4.033607493,131662,2.058038,130515,10.619392,131662,0.488581,0.034235
131670,132824,(11#)57,131671,1251.082,131670,4749.711,132817,2.662955,131670,10.02523467,132246,1918.048212,4.033794701,132817,2.056410,131670,11.094249,132817,0.481907,0.034062
132825,133979,(11#)115/2,132826,1260.207,132825,4733.588,133979,2.662936,132825,9.91908007,133401,1932.060539,4.034025323,133979,2.054776,132825,10.991355,133979,0.475153,0.033890
133980,135134,(11#)58,133981,1269.282,133980,4719.592,135131,2.662918,133980,9.81881880,134556,1945.510260,4.033126172,135131,2.053141,133980,10.894399,135134,0.468399,0.033721
135135,136289,(13#)9/2,135151,1278.483,135135,5000.221,136277,2.662901,135135,10.32881851,135711,1959.866465,4.034142428,136277,2.051501,135135,11.414646,136282,0.461614,0.033556
