START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio
(11#)99,229234,2.519971,229841,2.202405,1.346974e-01,0.025024,1.269046e+01
(11#)199/2,230848,2.518411,230999,2.204026,1.333425e-01,0.024955,1.259808e+01
(11#)100,231643,2.524351,232153,2.205654,1.349599e-01,0.024886,1.280628e+01
(11#)201/2,232189,2.532524,233297,2.207288,1.374518e-01,0.024817,1.310537e+01
(11#)101,233978,2.534564,234463,2.208884,1.375342e-01,0.024749,1.315932e+01
(11#)203/2,235028,2.506846,235607,2.210454,1.258275e-01,0.024682,1.200843e+01
(11#)102,236092,2.538865,236773,2.212025,1.378087e-01,0.024616,1.327754e+01
(11#)205/2,237883,2.566648,237929,2.213586,1.479869e-01,0.024549,1.438193e+01
(11#)103,238892,2.539570,239081,2.215144,1.366774e-01,0.024484,1.325053e+01
(11#)207/2,239857,2.497741,240209,2.216659,1.193856e-01,0.024419,1.151079e+01
(13#)8,241393,2.514952,241393,2.218190,1.255622e-01,0.024354,1.218535e+01
(11#)209/2,242119,2.534017,242533,2.219714,1.324274e-01,0.024289,1.294014e+01
(11#)105,243043,2.536059,243703,2.221173,1.325759e-01,0.024226,1.299785e+01
(11#)211/2,243736,2.522425,244859,2.222654,1.265188e-01,0.024163,1.240620e+01
(11#)106,245587,2.544113,246011,2.224120,1.344207e-01,0.024101,1.327717e+01
(11#)213/2,246518,2.561050,247141,2.225576,1.404016e-01,0.024039,1.395541e+01
(11#)107,247868,2.534405,248323,2.227032,1.292891e-01,0.023976,1.282003e+01
(11#)215/2,248867,2.548208,249463,2.228478,1.340715e-01,0.023915,1.336943e+01
(11#)108,249512,2.527815,250619,2.229886,1.254048e-01,0.023854,1.248969e+01
(11#)217/2,251081,2.534266,251789,2.231282,1.273277e-01,0.023795,1.273310e+01
(11#)109,252071,2.523456,252937,2.232669,1.224317e-01,0.023735,1.225140e+01
(11#)219/2,253741,2.514393,254083,2.234057,1.182122e-01,0.023676,1.184051e+01
(11#)110,255214,2.528919,255253,2.235440,1.233539e-01,0.023617,1.242660e+01
(17#)/2,259801,2.503359,262144,2.236791,1.125912e-01,0.023558,1.131539e+01
(13#)9,272794,2.510783,285283,2.253541,1.080919e-01,0.022837,1.126426e+01
(13#)19/2,285424,2.505523,300299,2.268711,9.928567e-02,0.022179,1.067731e+01
(13#)10,303904,2.513081,315313,2.282516,9.623115e-02,0.021576,1.068618e+01
(13#)21/2,324223,2.512902,330329,2.295165,9.063352e-02,0.021020,1.035856e+01
(13#)11,340261,2.521429,345329,2.306734,8.899313e-02,0.020507,1.046935e+01
(13#)23/2,354971,2.521369,360337,2.317432,8.434233e-02,0.020031,1.018107e+01
(13#)12,366794,2.499164,375373,2.327320,7.123888e-02,0.019588,8.772922e+00
(13#)25/2,386068,2.523716,390389,2.336498,7.707919e-02,0.019175,9.763651e+00
(13#)13,401509,2.524416,405401,2.345033,7.371027e-02,0.018788,9.547743e+00
(13#)27/2,414448,2.520611,420419,2.353010,6.880597e-02,0.018425,9.096391e+00
(13#)14,431146,2.523703,435427,2.360474,6.686482e-02,0.018083,9.026655e+00
(13#)29/2,448444,2.521152,450431,2.367476,6.289153e-02,0.017761,8.652441e+00
(13#)15,463549,2.513127,465463,2.374058,5.692707e-02,0.017457,7.966375e+00
(13#)31/2,467009,2.541140,480463,2.380261,6.540265e-02,0.017169,9.370319e+00
(13#)16,488339,2.536748,495491,2.386120,6.121433e-02,0.013221,1.139309e+01
(13#)33/2,498436,2.527659,510481,2.391653,5.530882e-02,0.013003,1.045959e+01
(17#),515611,2.539315,524288,2.396896,5.771979e-02,0.012991,1.096290e+01
(13#)35/2,535858,2.540830,540539,2.401865,5.624528e-02,0.012794,1.086173e+01
(13#)18,548461,2.531963,555523,2.406589,5.078450e-02,0.012596,9.953477e+00
(13#)37/2,569077,2.543991,570569,2.411085,5.365725e-02,0.012406,1.071304e+01
(13#)19,571262,2.550486,585581,2.415372,5.443062e-02,0.012225,1.105227e+01
(13#)39/2,588338,2.563074,600577,2.419454,5.766542e-02,0.015317,9.376510e+00
(13#)20,612022,2.551653,615607,2.423356,5.158803e-02,0.015129,8.480204e+00
(13#)41/2,621472,2.552996,630613,2.427087,5.057580e-02,0.014949,8.422570e+00
(13#)21,633967,2.541689,645641,2.430665,4.466394e-02,0.014776,7.513806e+00
(13#)43/2,656629,2.539026,660659,2.434081,4.221127e-02,0.014609,7.183585e+00
(13#)22,674719,2.554681,675643,2.437363,4.701065e-02,0.014449,8.119455e+00
(13#)45/2,686398,2.527108,690689,2.440521,3.486402e-02,0.014295,6.057153e+00
(13#)23,703568,2.559020,705689,2.443547,4.617370e-02,0.014146,8.162944e+00
(13#)47/2,713309,2.554701,720703,2.446455,4.329515e-02,0.014003,7.730201e+00
(13#)24,733528,2.558252,735733,2.449261,4.353787e-02,0.013864,7.861440e+00
(13#)49/2,748691,2.568782,750749,2.451957,4.654538e-02,0.013730,8.508740e+00
(13#)25,758411,2.555201,765763,2.454562,4.018256e-02,0.013601,7.399382e+00
(17#)3/2,770558,2.532269,780733,2.457070,3.014616e-02,0.013476,5.580217e+00
(13#)26,787162,2.561586,795793,2.459497,4.066974e-02,0.013354,7.644826e+00
(13#)53/2,804191,2.552045,810809,2.461836,3.598759e-02,0.013237,6.814913e+00
(13#)27,819212,2.562766,825821,2.464103,3.925930e-02,0.013123,7.518327e+00
(13#)55/2,831373,2.564720,840839,2.466289,3.913472e-02,0.013013,7.564051e+00
(13#)28,850253,2.564273,855851,2.468408,3.810160e-02,0.012905,7.428516e+00
(13#)57/2,860422,2.564422,870853,2.470460,3.732874e-02,0.012801,7.340208e+00
(13#)29,883648,2.566164,885883,2.472447,3.720383e-02,0.012700,7.379291e+00
(13#)59/2,891427,2.564719,900869,2.474375,3.586108e-02,0.012602,7.169021e+00
(13#)30,909037,2.548728,915911,2.476246,2.885071e-02,0.012506,5.795778e+00
(13#)61/2,915961,2.547074,930911,2.478059,2.746966e-02,0.012414,5.559449e+00
(13#)31,944161,2.565326,945943,2.479820,3.389959e-02,0.012323,6.938732e+00
(13#)63/2,957844,2.549019,960941,2.481531,2.683287e-02,0.012235,5.515979e+00
(13#)32,968299,2.573348,975967,2.483193,3.566254e-02,0.012149,7.420775e+00
(13#)65/2,990586,2.569172,990989,2.484810,3.338747e-02,0.012066,6.991712e+00
(13#)33,1004449,2.563918,1006003,2.486384,3.070711e-02,0.011984,6.469793e+00
(13#)67/2,1016921,2.561834,1021019,2.487911,2.928001e-02,0.011904,6.209929e+00
(17#)2,1034134,2.571303,1036027,2.489403,3.236985e-02,0.011827,6.924833e+00
(13#)69/2,1050706,2.556321,1048576,2.490851,2.594470e-02,0.011751,5.571441e+00
(13#)35,1053142,2.560025,1066063,2.492263,2.682589e-02,0.011677,5.803032e+00
(13#)71/2,1067611,2.564956,1081079,2.493640,2.819783e-02,0.011605,6.145282e+00
(13#)36,1093418,2.575284,1096079,2.494983,3.167790e-02,0.011535,6.961508e+00
(13#)73/2,1101119,2.571810,1111091,2.496291,2.980390e-02,0.011466,6.586342e+00
(13#)37,1116337,2.566773,1126093,2.497570,2.733121e-02,0.011398,6.071504e+00
(13#)75/2,1138519,2.571708,1141139,2.498816,2.875325e-02,0.011332,6.432404e+00
(13#)38,1154584,2.576126,1156151,2.500032,2.998319e-02,0.011268,6.753106e+00
(13#)77/2,1166306,2.582036,1171133,2.501217,3.180082e-02,0.011205,7.212762e+00
(13#)39,1171721,2.577143,1186181,2.502378,2.943994e-02,0.011143,6.709593e+00
(13#)79/2,1190542,2.575724,1201183,2.503512,2.843611e-02,0.011083,6.515564e+00
(13#)40,1201553,2.553525,1216213,2.504618,1.933853e-02,0.011023,4.436814e+00
(13#)81/2,1227416,2.574592,1231229,2.505703,2.712174e-02,0.010965,6.282627e+00
(13#)41,1239109,2.571541,1246243,2.506759,2.551465e-02,0.010909,5.938399e+00
(13#)83/2,1246537,2.571671,1261259,2.507795,2.515200e-02,0.010853,5.885562e+00
(13#)42,1271308,2.567174,1276271,2.508808,2.299794e-02,0.010798,5.405260e+00
(17#)5/2,1287808,2.580738,1291271,2.509800,2.787234e-02,0.010745,6.601954e+00
(13#)43,1305097,2.580555,1306289,2.510772,2.741422e-02,0.010692,6.526655e+00
(13#)87/2,1308529,2.570502,1321319,2.511721,2.313304e-02,0.010641,5.524011e+00
(13#)44,1327552,2.567012,1336333,2.512653,2.140341e-02,0.010591,5.132565e+00
(13#)89/2,1347289,2.580835,1351327,2.513563,2.641172e-02,0.010541,6.381937e+00
(13#)45,1352977,2.568573,1366349,2.514458,2.129322e-02,0.010492,5.157739e+00
(13#)91/2,1367291,2.578175,1381349,2.515332,2.467698e-02,0.010445,6.016563e+00
(13#)46,1392068,2.581279,1396393,2.516190,2.553916e-02,0.010398,6.259761e+00
(13#)93/2,1403569,2.576241,1411387,2.517031,2.325133e-02,0.010352,5.719668e+00
(13#)47,1421554,2.574203,1426393,2.517855,2.213262e-02,0.010306,5.467495e+00
(13#)95/2,1427329,2.563568,1441439,2.518664,1.767144e-02,0.010262,4.375755e+00
(13#)48,1446013,2.577389,1456451,2.519459,2.273268e-02,0.010218,5.669407e+00
(13#)97/2,1460213,2.583438,1471447,2.520239,2.476733e-02,0.010175,6.211204e+00
(13#)49,1485139,2.569529,1486451,2.521002,1.906617e-02,0.010133,4.789006e+00
(13#)99/2,1498438,2.572049,1501499,2.521751,1.974936e-02,0.010092,4.983948e+00
(13#)50,1508933,2.579741,1516513,2.522487,2.244369e-02,0.010049,5.697482e+00
(13#)101/2,1525204,2.588498,1531499,2.523211,2.554549e-02,0.009968,6.549659e+00
(17#)3,1538384,2.572062,1546537,2.523921,1.889427e-02,0.009890,4.867644e+00
(13#)103/2,1552613,2.581629,1561559,2.524618,2.233083e-02,0.009812,5.810334e+00
(13#)52,1568978,2.579733,1576571,2.525304,2.132445e-02,0.009736,5.590489e+00
(13#)105/2,1588283,2.576881,1591589,2.525976,1.995223e-02,0.009662,5.268578e+00
(13#)53,1600058,2.588112,1606603,2.526639,2.403869e-02,0.009588,6.411452e+00
(13#)107/2,1611293,2.582728,1621619,2.527289,2.169902e-02,0.009516,5.825872e+00
(13#)54,1625321,2.576631,1636627,2.527927,1.908313e-02,0.009445,5.156591e+00
(13#)109/2,1647964,2.569523,1651621,2.528555,1.607229e-02,0.009375,4.369920e+00
(13#)55,1658869,2.582682,1666657,2.529174,2.093563e-02,0.009307,5.749221e+00
(13#)111/2,1668971,2.593334,1681679,2.529782,2.481117e-02,0.009239,6.878667e+00
(13#)56,1693639,2.579746,1696693,2.530379,1.932185e-02,0.009173,5.381773e+00
(13#)113/2,1708321,2.575121,1711687,2.530966,1.729548e-02,0.009107,4.848468e+00
(13#)57,1725814,2.588012,1726693,2.531546,2.205983e-02,0.009043,6.244167e+00
(13#)115/2,1740821,2.579711,1741723,2.532114,1.862285e-02,0.008980,5.300334e+00
(13#)58,1746859,2.570141,1756747,2.532674,1.468510e-02,0.008917,4.201749e+00
(13#)117/2,1770016,2.583728,1771751,2.533226,1.973973e-02,0.008856,5.702575e+00
(13#)59,1777753,2.573578,1786781,2.533769,1.558923e-02,0.008796,4.525807e+00
(17#)7/2,1791778,2.589083,1801781,2.534302,2.138551e-02,0.008736,6.270719e+00
(13#)60,1802266,2.584393,1816813,2.534829,1.936448e-02,0.008677,5.712112e+00
(13#)121/2,1831436,2.577516,1831811,2.535347,1.649563e-02,0.008620,4.891995e+00
(13#)61,1835741,2.571404,1846843,2.535857,1.392041e-02,0.008563,4.151232e+00
(13#)123/2,1858867,2.583732,1861859,2.536359,1.850528e-02,0.008507,5.568708e+00
(13#)62,1872751,2.587271,1876859,2.536854,1.967892e-02,0.008452,5.965097e+00
(13#)125/2,1877164,2.577582,1891889,2.537344,1.573389e-02,0.008397,4.791950e+00
(13#)63,1892416,2.592349,1906889,2.537823,2.125779e-02,0.008344,6.534756e+00
(13#)127/2,1908661,2.585161,1921919,2.538296,1.829480e-02,0.008291,5.652515e+00
(13#)64,1931242,2.580351,1936889,2.538763,1.624848e-02,0.008239,5.047700e+00
(13#)129/2,1939141,2.593342,1951949,2.539223,2.108926e-02,0.008187,6.610358e+00
(13#)65,1953379,2.593798,1966963,2.539676,2.108670e-02,0.008137,6.651346e+00
(13#)131/2,1969936,2.574568,1981963,2.540123,1.346925e-02,0.008087,4.259305e+00
(13#)66,1988632,2.587112,1996979,2.540564,1.815609e-02,0.008037,5.791713e+00
(13#)133/2,1997902,2.586030,2012009,2.540998,1.756696e-02,0.007989,5.636751e+00
(13#)67,2021137,2.583325,2027023,2.541426,1.635199e-02,0.007941,5.276288e+00
(13#)135/2,2033041,2.591447,2042039,2.541849,1.932464e-02,0.007894,6.283000e+00
(17#)4,2053553,2.579809,2057053,2.542266,1.465956e-02,0.007847,4.784376e+00
(13#)137/2,2071096,2.585053,2072053,2.542678,1.652815e-02,0.007801,5.431996e+00
(13#)69,2076304,2.586796,2087081,2.543083,1.704292e-02,0.007755,5.636750e+00
(13#)139/2,2098952,2.580068,2097152,2.543484,1.428096e-02,0.007711,4.744391e+00
(13#)70,2106019,2.587094,2117099,2.543878,1.684555e-02,0.007666,5.637360e+00
(13#)141/2,2118514,2.592353,2132129,2.544267,1.872336e-02,0.007623,6.308015e+00
(13#)71,2136091,2.592237,2147137,2.544652,1.852731e-02,0.007579,6.278533e+00
(13#)143/2,2149759,2.601746,2162137,2.545031,2.203993e-02,0.007537,7.524877e+00
(13#)72,2166772,2.597074,2177167,2.545406,2.009526e-02,0.007495,6.893662e+00
(13#)145/2,2191216,2.591899,2192161,2.545776,1.795530e-02,0.007453,6.188515e+00
(13#)73,2198473,2.595378,2207203,2.546140,1.915368e-02,0.007412,6.643011e+00
(13#)147/2,2210389,2.596815,2222219,2.546500,1.956583e-02,0.007372,6.825149e+00
(13#)74,2222702,2.600920,2237219,2.546856,2.100557e-02,0.007332,7.373704e+00
(13#)149/2,2246323,2.596339,2252233,2.547207,1.910491e-02,0.007292,6.737795e+00
(13#)75,2263843,2.582011,2267263,2.547554,1.343487e-02,0.007253,4.750724e+00
(13#)151/2,2279476,2.588150,2282257,2.547896,1.567541e-02,0.007214,5.579983e+00
(13#)76,2294377,2.602427,2297291,2.548234,2.104390e-02,0.007176,7.551979e+00
(17#)9/2,2309311,2.594955,2312293,2.548568,1.803754e-02,0.007139,6.497689e+00
(13#)77,2316212,2.583454,2327323,2.548898,1.346615e-02,0.007101,4.866357e+00
(13#)155/2,2338396,2.592073,2342309,2.549225,1.666855e-02,0.007064,6.065685e+00
(13#)78,2352563,2.595422,2357353,2.549547,1.783343e-02,0.007028,6.527462e+00
(13#)157/2,2368486,2.590531,2372369,2.549864,1.582285e-02,0.006992,5.816219e+00
(13#)79,2375998,2.595066,2387383,2.550179,1.744840e-02,0.006957,6.452063e+00
(13#)159/2,2391856,2.585609,2402383,2.550490,1.367557e-02,0.006921,5.074267e+00
(13#)80,2409742,2.596264,2417399,2.550796,1.766802e-02,0.006887,6.602004e+00
(13#)161/2,2425117,2.592377,2432429,2.551100,1.605058e-02,0.006852,6.024081e+00
(13#)81,2434183,2.589718,2447437,2.551400,1.490676e-02,0.006818,5.620123e+00
(13#)163/2,2459998,2.595797,2462443,2.551696,1.713536e-02,0.006785,6.499779e+00
(13#)82,2473948,2.581392,2477471,2.551989,1.145573e-02,0.006752,4.354710e+00
(13#)165/2,2484971,2.595580,2492461,2.552279,1.682331e-02,0.006719,6.444560e+00
(13#)83,2495473,2.597962,2507489,2.552565,1.762856e-02,0.006686,6.789859e+00
(13#)167/2,2511253,2.602871,2522503,2.552848,1.940547e-02,0.006654,7.517734e+00
(13#)84,2525273,2.595884,2537527,2.553127,1.660823e-02,0.006622,6.456811e+00
(13#)169/2,2548498,2.597963,2552531,2.553404,1.730031e-02,0.006591,6.760583e+00
(17#)5,2555363,2.595337,2567557,2.553678,1.618170e-02,0.006560,6.350457e+00
(13#)171/2,2578036,2.596895,2582551,2.553948,1.667610e-02,0.006529,6.577883e+00
(13#)86,2594246,2.593958,2597591,2.554215,1.543996e-02,0.006498,6.116190e+00
(13#)173/2,2612419,2.590050,2612549,2.554480,1.382850e-02,0.006468,5.499382e+00
(13#)87,2622619,2.592665,2627617,2.554742,1.473506e-02,0.006438,5.890494e+00
(13#)175/2,2640928,2.597647,2642639,2.555000,1.655381e-02,0.006409,6.654236e+00
(13#)88,2653489,2.589649,2657651,2.555257,1.336954e-02,0.006380,5.390596e+00
(13#)177/2,2662903,2.599814,2672639,2.555509,1.718848e-02,0.006351,6.976067e+00
(13#)89,2683354,2.590833,2687677,2.555759,1.363020e-02,0.006322,5.547928e+00
(13#)179/2,2695961,2.593039,2702681,2.556008,1.438388e-02,0.006294,5.883540e+00
(13#)90,2717602,2.598752,2717713,2.556252,1.648921e-02,0.006266,6.782636e+00
(13#)181/2,2719121,2.594914,2732701,2.556495,1.491620e-02,0.006238,6.158865e+00
(13#)91,2739127,2.593271,2747713,2.556735,1.418896e-02,0.006210,5.883414e+00
(13#)183/2,2759311,2.597895,2762759,2.556972,1.587776e-02,0.006183,6.618632e+00
(13#)92,2774917,2.605239,2777771,2.557207,1.860877e-02,0.006156,7.802469e+00
(13#)185/2,2781718,2.593394,2792773,2.557440,1.396068e-02,0.006130,5.865253e+00
(13#)93,2798351,2.597376,2807789,2.557670,1.540502e-02,0.006103,6.505981e+00
(17#)11/2,2812492,2.599243,2822819,2.557898,1.603442e-02,0.006077,6.803521e+00
(13#)94,2825503,2.600128,2837803,2.558123,1.628689e-02,0.006051,6.941828e+00
(13#)189/2,2849842,2.600123,2852849,2.558346,1.619780e-02,0.006025,6.933942e+00
(13#)95,2863901,2.601423,2867861,2.558567,1.661127e-02,0.006000,7.142667e+00
(13#)191/2,2873672,2.596843,2882863,2.558785,1.476394e-02,0.005975,6.369540e+00
(13#)96,2895122,2.601897,2897893,2.559002,1.662346e-02,0.005950,7.209244e+00
(13#)193/2,2904764,2.591674,2912893,2.559216,1.260304e-02,0.005925,5.478143e+00
(13#)97,2919424,2.602268,2927917,2.559428,1.659958e-02,0.005901,7.259786e+00
(13#)195/2,2936938,2.587620,2942909,2.559638,1.087269e-02,0.005876,4.762083e+00
(13#)98,2949664,2.600223,2957947,2.559846,1.565011e-02,0.005852,6.899692e+00
(13#)197/2,2970467,2.599407,2972969,2.560051,1.525616e-02,0.005828,6.752917e+00
(13#)99,2980234,2.595608,2987983,2.560255,1.371392e-02,0.005805,6.090095e+00
(13#)199/2,2997242,2.598877,3002981,2.560457,1.489367e-02,0.005782,6.644760e+00
(13#)100,3004042,2.591117,3018013,2.560657,1.182519e-02,0.005758,5.290031e+00
(13#)201/2,3021439,2.592341,3033011,2.560854,1.222053e-02,0.005735,5.490323e+00
(13#)101,3040787,2.595932,3048043,2.561051,1.352788e-02,0.005713,6.105549e+00
(13#)203/2,3053924,2.607868,3063059,2.561244,1.803995e-02,0.005690,8.194025e+00
(17#)6,3066709,2.591466,3078073,2.561437,1.165531e-02,0.005668,5.297989e+00
(13#)205/2,3092806,2.597068,3093071,2.561627,1.374051e-02,0.005646,6.277187e+00
(13#)103,3107012,2.604617,3108103,2.561816,1.656926e-02,0.005624,7.610420e+00
(13#)207/2,3115766,2.600286,3123091,2.562002,1.483245e-02,0.005602,6.833988e+00
(13#)104,3127703,2.602558,3138131,2.562188,1.563323e-02,0.005580,7.234767e+00
(13#)209/2,3144191,2.605823,3153149,2.562371,1.681555e-02,0.005559,7.816514e+00
(13#)105,3159916,2.603373,3168119,2.562552,1.580428e-02,0.005538,7.371073e+00
(13#)211/2,3177964,2.601562,3183179,2.562732,1.503816e-02,0.005517,7.038245e+00
(13#)106,3192643,2.602437,3198191,2.562910,1.530498e-02,0.005496,7.191958e+00
(13#)213/2,3201973,2.598668,3213163,2.563087,1.378661e-02,0.005475,6.498813e+00
(13#)107,3226558,2.596537,3228223,2.563262,1.289797e-02,0.005455,6.099908e+00
(13#)215/2,3235957,2.604722,3243239,2.563435,1.597780e-02,0.005434,7.597902e+00
(13#)108,3245252,2.608783,3258247,2.563607,1.746858e-02,0.005414,8.344293e+00
(13#)217/2,3260314,2.604682,3273269,2.563777,1.582903e-02,0.005394,7.583426e+00
(13#)109,3275093,2.605763,3288269,2.563945,1.617844e-02,0.005374,7.781541e+00
(13#)219/2,3290396,2.600457,3303281,2.564113,1.407459e-02,0.005355,6.786928e+00
(13#)110,3317926,2.603487,3318307,2.564278,1.517474e-02,0.005335,7.349391e+00
(17#)13/2,3326234,2.605172,3333313,2.564442,1.575779e-02,0.005316,7.661776e+00
(13#)111,3341761,2.604131,3348307,2.564605,1.529456e-02,0.005297,7.461960e+00
(13#)223/2,3354079,2.597185,3363343,2.564766,1.256092e-02,0.005278,6.142289e+00
(13#)112,3364727,2.596771,3378373,2.564926,1.233912e-02,0.005259,6.055334e+00
(13#)225/2,3380669,2.605672,3393373,2.565084,1.569938e-02,0.005240,7.745802e+00
(13#)113,3395806,2.609983,3408389,2.565241,1.729128e-02,0.005221,8.569623e+00
(13#)227/2,3411274,2.603699,3423419,2.565396,1.482027e-02,0.005203,7.361714e+00
(13#)114,3434458,2.611137,3438419,2.565551,1.761249e-02,0.005185,8.791900e+00
(13#)229/2,3439621,2.611954,3453409,2.565703,1.786609e-02,0.005167,8.951229e+00
(13#)115,3464267,2.603425,3468463,2.565855,1.453613e-02,0.005149,7.296562e+00
(13#)231/2,3479059,2.604518,3483463,2.566005,1.489741e-02,0.005131,7.505944e+00
(13#)116,3489916,2.613878,3498493,2.566154,1.842666e-02,0.005113,9.333855e+00
(13#)233/2,3502439,2.610699,3513491,2.566301,1.715244e-02,0.005096,8.712323e+00
(13#)117,3515401,2.612171,3528521,2.566447,1.765922e-02,0.005078,9.004332e+00
(13#)235/2,3539002,2.606307,3543523,2.566593,1.535494e-02,0.005061,7.847066e+00
(13#)118,3553097,2.606045,3558553,2.566737,1.519830e-02,0.005044,7.793021e+00
(13#)237/2,3561149,2.602978,3573529,2.566879,1.396541e-02,0.005027,7.181022e+00
(17#)7,3576721,2.610207,3588527,2.567020,1.668384e-02,0.005010,8.620160e+00
(13#)239/2,3591949,2.611007,3603583,2.567160,1.693574e-02,0.004993,8.781694e+00
(13#)120,3616831,2.603235,3618583,2.567299,1.390053e-02,0.004976,7.221865e+00
(13#)241/2,3633412,2.606239,3633583,2.567437,1.500006e-02,0.004960,7.822984e+00
(13#)121,3644584,2.609578,3648643,2.567574,1.622704e-02,0.004943,8.497673e+00
(13#)243/2,3658834,2.606500,3663659,2.567709,1.499426e-02,0.004927,7.873148e+00
(13#)122,3675767,2.603042,3678671,2.567844,1.361412e-02,0.004911,7.167176e+00
(13#)245/2,3682709,2.606978,3693689,2.567977,1.507327e-02,0.004895,7.967518e+00
(13#)123,3704819,2.596930,3708697,2.568109,1.116015e-02,0.004879,5.907153e+00
(13#)247/2,3722221,2.602626,3723719,2.568240,1.330010e-02,0.004863,7.070944e+00
(13#)124,3735406,2.608630,3738733,2.568370,1.555372e-02,0.004848,8.304455e+00
(13#)249/2,3753443,2.600434,3753721,2.568499,1.235667e-02,0.004832,6.609065e+00
(13#)125,3760034,2.593551,3768731,2.568627,9.656464e-03,0.004817,5.174175e+00
(13#)251/2,3783313,2.604192,3783739,2.568754,1.370150e-02,0.004801,7.381379e+00
(13#)126,3797879,2.598422,3798793,2.568880,1.143433e-02,0.004786,6.172587e+00
(13#)253/2,3801443,2.606210,3813773,2.569005,1.437839e-02,0.004771,7.798156e+00
(13#)127,3822034,2.613491,3828821,2.569128,1.712033e-02,0.004756,9.327796e+00
(17#)15/2,3834151,2.598408,3843823,2.569251,1.128453e-02,0.004741,6.149968e+00
(13#)128,3853924,2.606403,3858851,2.569373,1.430921e-02,0.004726,7.835379e+00
(13#)257/2,3858931,2.597507,3873847,2.569494,1.084315e-02,0.004711,5.946296e+00
(13#)129,3883478,2.594628,3888851,2.569613,9.687850e-03,0.004697,5.325740e+00
(13#)259/2,3891541,2.606291,3903899,2.569732,1.412652e-02,0.004682,7.808415e+00
(13#)130,3912628,2.602100,3918913,2.569850,1.247128e-02,0.004668,6.908740e+00
(13#)261/2,3927556,2.600320,3933929,2.569967,1.174146e-02,0.004654,6.521917e+00
(13#)131,3936293,2.599760,3948911,2.570083,1.148094e-02,0.004639,6.397284e+00
(13#)263/2,3961283,2.606488,3963959,2.570198,1.402078e-02,0.004625,7.846486e+00
(13#)132,3974746,2.609044,3978971,2.570313,1.495619e-02,0.004611,8.399696e+00
(13#)265/2,3992123,2.608902,3993959,2.570426,1.485780e-02,0.004597,8.369806e+00
(13#)133,3996758,2.606043,4009003,2.570538,1.371776e-02,0.004584,7.745419e+00
(13#)267/2,4015034,2.596429,4024003,2.570650,9.978254e-03,0.004570,5.640919e+00
(13#)134,4034477,2.610102,4039019,2.570761,1.518734e-02,0.004556,8.634987e+00
(13#)269/2,4047991,2.608708,4054033,2.570870,1.461072e-02,0.004543,8.328858e+00
(13#)135,4060838,2.605187,4069063,2.570980,1.321731e-02,0.004529,7.552881e+00
(13#)271/2,4069376,2.607269,4084079,2.571088,1.397416e-02,0.004516,8.011736e+00
(17#)8,4087942,2.607185,4099093,2.571195,1.390032e-02,0.004503,7.992449e+00
(13#)273/2,4099112,2.611193,4114087,2.571302,1.539482e-02,0.004489,8.886389e+00
(13#)137,4115572,2.602570,4129109,2.571407,1.204620e-02,0.004476,6.962243e+00
(13#)275/2,4131313,2.600695,4144121,2.571512,1.128466e-02,0.004463,6.538875e+00
(13#)138,4154263,2.606322,4159153,2.571616,1.340554e-02,0.004450,7.799101e+00
(13#)277/2,4161457,2.607097,4174151,2.571719,1.366279e-02,0.004438,7.971609e+00
(13#)139,4186967,2.607727,4189183,2.571822,1.386436e-02,0.004425,8.114124e+00
(13#)279/2,4197376,2.593242,4194304,2.571923,8.254962e-03,0.004412,4.832049e+00
(13#)140,4208627,2.613973,4219211,2.572024,1.617815e-02,0.004400,9.533864e+00
(13#)281/2,4222718,2.607053,4234229,2.572124,1.348845e-02,0.004387,7.961933e+00
(13#)141,4242659,2.608260,4249241,2.572224,1.391244e-02,0.004375,8.236800e+00
(13#)283/2,4254164,2.607386,4264259,2.572323,1.353881e-02,0.004362,8.038285e+00
(13#)142,4270639,2.603665,4279267,2.572420,1.207298e-02,0.004350,7.182759e+00
(13#)285/2,4280083,2.607170,4294259,2.572518,1.338016e-02,0.004338,7.988013e+00
(13#)143,4298422,2.609440,4309297,2.572614,1.421314e-02,0.004326,8.512714e+00
(13#)287/2,4323628,2.609173,4324303,2.572710,1.407349e-02,0.004314,8.452248e+00
(13#)144,4333132,2.610882,4339333,2.572805,1.469135e-02,0.004302,8.851000e+00
(17#)17/2,4342687,2.606964,4354349,2.572899,1.315305e-02,0.004290,7.940559e+00
(13#)145,4354381,2.614402,4369349,2.572993,1.596558e-02,0.004278,9.679523e+00
(13#)291/2,4372499,2.601775,4384379,2.573086,1.108795e-02,0.004266,6.725035e+00
(13#)146,4392541,2.607219,4399363,2.573178,1.314243e-02,0.004255,8.000235e+00
(13#)293/2,4400353,2.604258,4414379,2.573270,1.197033e-02,0.004243,7.303323e+00
(13#)147,4416868,2.603212,4429417,2.573360,1.153363e-02,0.004232,7.053875e+00
(13#)295/2,4441462,2.609455,4444409,2.573451,1.389359e-02,0.004220,8.531754e+00
(13#)148,4447771,2.609820,4459451,2.573540,1.399887e-02,0.004209,8.619625e+00
(13#)297/2,4469884,2.605726,4474469,2.573630,1.239398e-02,0.004197,7.647367e+00
(13#)149,4475881,2.602272,4489483,2.573717,1.103375e-02,0.004186,6.821548e+00
(13#)299/2,4499059,2.612312,4504457,2.573805,1.485030e-02,0.004175,9.223234e+00
